,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Eigenschaften,Lieferant,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Hinweis,Kann Spuren enthalten von ,Frischegarantie (mindestens),Ursprungsregion,Lagerung,Natrium,Ursprungsland,Inverkehrbringer,Beschreibung,Size,Delivery days,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Schär anzeigen,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Barilla anzeigen,Abtropfgewicht,Füllmenge,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Produktgewicht,Bruttogewicht,FAO-Gebiet Bezeichnung,Drained weight,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Del Monte anzeigen,Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,davon Polyole,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Nestlé anzeigen,Einfach ungesättigte Fettsäuren,Informationen zum Angebot,mehrfach ungesättigte Fettsäuren
1273,Kölln Bio Schmelzflocken Dinkel-Hafer 100% Vollkorn,"1,99€","Kölln Schmelzflocken® - seit Jahrzehnten ein Begriff für die Babyernährung
Schmelzflocken® werden aus gemahlenen Getreidekernen zu zart schmelzenden Flocken verarbeitet. Sie sind ein speziell für die Säuglingsernährung hergestelltes Lebensmittel für die Selbstzubereitung von Breimahlzeiten im ersten Lebensjahr. Für die Herstellung werden ausschließlich norddeutsche Getreide aus ökologischem Anbau verwendet.

Kölln Schmelzflocken® Dinkel-Hafer
Kölln Schmelzflocken® Dinkel-Hafer sind hauchzarte, leicht lösliche Voll-kornflocken aus Bio-Dinkel und Bio-Hafer. Nach dem 4. Monat sind sie eine vielseitige Grundlage für den Start in die Beikost. Kölln Schmelzflocken® Dinkel-Hafer sind eine bewährte Basis für die Selbstzubereitung von Vollkorn-Milchbrei und milchfreiem Getreide-Obstbrei.

nach dem 4. Monat

Wichtig für die Gesundheit Deines Babys:
- Bitte halte die Dosierungen und Zubereitungshinweise ein.
- Bereite den Brei stets frisch zu und füttere die Mahlzeiten immer mit dem Löffel.
- Überprüfe vor dem Füttern die Temperatur.
- Verwende Nahrungsreste nicht wieder.
- Erwärme die Babynahrung nicht in der Mikrowelle - Überhitzungsgefahr!
- Bitte sorge ab dem ersten Zähnchen für eine gründliche Zahnpflege.

Glutenhaltig.

Füllstand technisch bedingt. , Peter Kölln GmbH & Co. KGaA hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43954-kolln-kolln-bio-schmelzflocken-dinkel-hafer-100-vo/,https://bilder.kolonial.no/local_products/8468e525-c0f5-467b-ac6f-e1503782549d.jpg?auto=format&fit=max&w=765&s=12825fae5fedb96c768fa063c58e4011,0 g,12 g,9 g,1.80 g,62 g,0.50 g,4.30 g,1487 kJ / 352 kcal,Bio-Produkt,"Peter Kölln GmbH & Co. KGaA, 25333 Elmshorn, Deutschland","Vollkorn-DINKEL# (50 %), Vollkorn-HAFER (50 %), Thiamin (Vitamin B1). 
# DINKEL ist eine WEIZENart.
100 % Vollkorngetreide aus ökologischem Anbau. ",225 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,Deutschland,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Seitenbacher-Müsli Knackige Mischung,"7,29€","Die Knackige Mischung hält was sie verspricht, keine Früchte nur große Flocken, ganze Nüsse und leckere Kerne. Ganze Mandeln, knackige Haselnüsse, Cashewkerne und geröstete Erdnüsse fordern den Kaumuskel und schmeicheln dem Auge. Die gesunde Vollkorngetreidemischung und die mit wertvollen Ölen ausgestatteten Saaten machen dieses Müsli zu einem idealen Frühstück. , Seitenbacher Vertriebs GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44362-seitenbacher-seitenbacher-musli-knackige-mischung/,https://bilder.kolonial.no/local_products/df489608-5f5a-45d0-9b40-a232f0274ae6.jpg?auto=format&fit=max&w=467&s=5387b3c28fd793b81b8488c1203b82f1,0 g,16 g,,3 g,3 g,28 g,28 g,2042 kJ / 488 kcal,,"Seitenbacher Vertriebs GmbH, Siemensstr. 14, D-74722 Buchen im Odenwald, Deutschland","VOLLKORNFLOCKEN (HAFER, WEIZEN), Nusskernmischung (HASELNÜSSE, ERDNÜSSE, MANDELN, CASHEWKERNE), GERSTENFLOCKEN, Sonnenblumenkerne, Kürbiskerne schalenlos, SESAMSAAT. Kann Spuren von SOJA, MILCHPRODUKTEN und NÜSSEN aller Art erhalten. ",750 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Corny Müsli-Riegel Free Weiße Schokolade,"1,69€","Ohne Zuckerzusatz
Mit 32% Vollkorn
Ohne Farbstoffe
Ohne Zusatz von Konservierungsstoffen.* *lt. Gesetz

Mit Süßungsmittel.
Kann bei übermäßigem Verzehr abführend wirken. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46248-corny-corny-musli-riegel-free-weisse-schokolade/,https://bilder.kolonial.no/local_products/79f48055-8a62-4258-b9fe-cd5392a28910.jpg?auto=format&fit=max&w=1000&s=327ac52f824c43e6a472a2f4a57abc18,0.43 g,6.70 g,4.40 g,1.80 g,68.20 g,4.90 g,8.80 g,1356 kJ / 324 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Süßungsmittel Maltitsirup, Vollkorngetreideflocken 12% (GERSTE-, WEIZEN-), VOLLKORNWEIZENCrispies
(WEIZENVOLLKORNMEHL 11%, WEIZENGLUTEN, GERSTENMALZEXTRAKT), kakaohaltige VOLLKORNWEIZEN-Crispies (WEIZENVOLLKORNMEHL 10%, fettarmes Kakaopulver, WEIZENGLUTEN, VOLLMILCHPULVER), Weiße Schokolade mit Süßungsmittel 9% (Süßungsmittel Maltit, Kakaobutter,
VOLLMILCHPULVER, Emulgator Lecithine), Cornflakes (Mais, Salz, GERSTENMALZEXTRAKT), geröstete ERDNÜSSE, Kokosfett, Stabilisator Glycerin, Salz, natürliche Aromen, Emulgator Lecithine,
natürliches Bourbonvanille-Aroma (enthält MILCHBESTANDTEILE). ",120 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,Nüssen.,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,40 g,,,,
1276,Corny Müsli-Riegel Free Haselnuss,"1,69€","Ohne Zuckerzusatz
Mit 36% Vollkorn 
Ohne Farbstoffe
Ohne Zusatz von Konservierungsstoffen.* *lt. Gesetz

Kann bei übermäßigem Verzehr abführend wirken. , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43331-corny-corny-musli-riegel-free-haselnuss/,https://bilder.kolonial.no/local_products/fd07d983-95ec-420d-a366-a6544b830a51.jpg?auto=format&fit=max&w=1000&s=82f1529e66330a95162fc20adedb450c,0.56 g,7.30 g,5.30 g,1.40 g,65.90 g,3.80 g,11.10 g,1461 kJ / 349 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Süßungsmittel Maltitsirup, Vollkorngetreideflocken 23% (HAFER-, GERSTEN-, WEIZEN-), VOLLKORNWEIZEN-Crispies (WEIZENVOLLKORNMEHL 13%, WEIZENGLUTEN,
GERSTENMALZEXTRAKT), geröstete HASELNÜSSE 10%, Cornflakes (Mais, Salz, GERSTENMALZEXTRAKT), Kokosfett, Stabilisator Glycerin, Kokosflocken, Salz, natürliches Aroma, Emulgator Lecithine. ",120 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,Erdnüsse.,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,34.30 g,,,,
1277,Kölln Bio Schmelzflocken,"1,99€","Kölln Schmelzflocken® - seit Jahrzehnten ein Begriff für die Babyernährung
Schmelzflocken® werden aus gemahlenen Getreidekernen zu zart schmelzenden Flocken verarbeitet. Sie sind ein speziell für die Säuglingsernährung hergestelltes Lebensmittel für die Selbstzubereitung von Breimahlzeiten im ersten Lebensjahr. Für die Herstellung werden ausschließlich norddeutsche Getreide aus ökologischem Anbau verwendet.

Kölln Schmelzflocken® aus Vollkorn-Hafer
Nach dem 4. Monat kommt die Zeit für den ersten Brei. Die klassischen Kölln Schmelzflocken® werden aus gemahlenen Bio-Haferkernen zu hauchzarten, leicht löslichen Vollkorn-Haferflocken verarbeitet. Sie sind eine vielseitige Grundlage für den Start in die Beikost und eine bewährte Basis für die Selbstzubereitung von Vollkorn-Milchbrei und milchfreiem Getreide-Obstbrei.

nach dem 4. Monat

Wichtig für die Gesundheit Deines Babys:
- Bitte halte die Dosierungen und Zubereitungshinweise ein.
- Bereite den Brei stets frisch zu und füttere die Mahlzeiten immer mit dem Löffel.
- Überprüfe vor dem Füttern die Temperatur.
- Verwende Nahrungsreste nicht wieder.
- Erwärme die Babynahrung nicht in der Mikrowelle - Überhitzungsgefahr!
- Bitte sorge ab dem ersten Zähnchen für eine gründliche Zahnpflege.

Glutenhaltig.

Füllstand technisch bedingt. , Peter Kölln GmbH & Co. KGaA hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44393-kolln-kolln-bio-schmelzflocken/,https://bilder.kolonial.no/local_products/341eaa22-751e-4036-a706-2c14d11e83da.jpg?auto=format&fit=max&w=765&s=d3f6ca7b2b740d28aed43d2bed6d5f0a,0 g,12 g,9.50 g,1.20 g,60 g,1.30 g,6.80 g,1541 kJ / 366 kcal,Bio-Produkt,"Peter Kölln GmbH & Co. KGaA, 25333 Elmshorn, Deutschland","Vollkorn-HAFER, Thiamin (Vitamin B1).
100 % Vollkorngetreide aus ökologischem Anbau. ",250 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,Deutschland,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Oetker Vitalis Porridge Classic,"0,99€","Hafervollkornflocken, dezente Süße aus Agave und echte Bourbon-Vanille sind nicht nur zum Frühstück attraktiv, sondern auch als leckerer Snack zwischendurch. Der praktische Portionsbeutel lässt sich mit kochendem Wasser, Milch oder pflanzlichen Alternativen überall schnell zubereiten.

mit Magnesium

Dieses Vitalis Porridge enthält Magnesium, das zur Verringerung von Müdigkeit und Ermüdung beiträgt. Starte im Rahmen einer magnesiumhaltigen Ernährung mit diesem Porridge in den Tag und achte gleichzeitig auf eine abwechslungsreiche und ausgewogene Ernährung und gesunde Lebensweise. , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46893-dr-oetker-oetker-vitalis-porridge-classic/,https://bilder.kolonial.no/local_products/c991fae4-b6bf-4ac5-8374-1877682ae117.jpg?auto=format&fit=max&w=540&s=fad320c2c0ebcdacef739f871a0ff998,0.09 g,4.60 g,2 g,6.20 g,19 g,0.30 g,1.30 g,471 kJ / 111 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","57% Vollkorn-HAFERFLOCKEN, MAGERMILCHPULVER, Maisstärke, 8,3% Agavendicksaftpulver, natürliches Bourbon-Vanille-Aroma, Magnesiumsalze der Zitronensäure, gemahlene Bourbon-Vanilleschoten. ",54 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Kellogg's Smacks,"2,79€","KELLOGG'S® SMACKS®, das ist knusprig gerösteter Weizen für einen unvergleichlichen Frühstücksgenuss. Dazu frische Milch und KELLOGG'S® SMACKS® nimmt dich mit in seine turbulente Welt aus Tricks, Spaß und Schabernack.Knusprig gerösteter Weizen verfeinert mit Honig.Nur echt mit dem Frosch.DLG prämiert 2014.Natürlich lecker ohne künstliche Farb - und Aromastoffe. , Kellogg Europe Germany hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47800-kelloggs-kelloggs-smacks/,https://bilder.kolonial.no/local_products/049ba868-b7d3-4787-a97d-8110f05ee7e9.jpg?auto=format&fit=max&w=1000&s=ee92bfaaf3f8835e8c3ab9b5292ef725,0 g,7.10 g,,34 g,34 g,1.60 g,1.60 g,1597 kJ / 382 kcal,,"Kellogg Europe Germany, 3 Dublin Airport Central, Dublin Airport, K67X4X5, Ireland","WEIZEN (55%), Zucker, Glukosesirup. ",330 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Seitenbacher-Müsli Voll-Biologisch,"5,79€","Ein leckeres Biomüsli, welches die wichtigsten Zutaten enthält was man für einen gesunden Start in den Tag braucht. Eine Bio-Flockenmischung aus Hafervollkorn-, Weizenvollkorn- und Gerstenflocken bildet die ausgewogene Biobasismischung. Ganze Bio-Mandelkerne, ungeschwefelte Bio-Rosinen, leckere Bio-Sonnenblumenkerne und naturbelassene Bio-Sesamsaat geben der Mischung ihren unverwechselbaren Geschmack.

- Eiweißquelle
- hoher Ballaststoffgehalt
- auf Vollkornbasis
- Müsli # 815 , Seitenbacher Vertriebs GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50011-seitenbacher-seitenbacher-musli-voll-biologisch/,https://bilder.kolonial.no/local_products/9ab47576-b303-4e4a-8698-638f1e1baa18.jpg?auto=format&fit=max&w=410&s=64fbfd5770b634cc1acfb1ccc36b2fe4,0 g,11 g,9 g,16 g,56 g,1 g,9 g,1544 kJ / 367 kcal,Bio-Produkt,"Seitenbacher Vertriebs GmbH, Siemensstr. 14, D-74722 Buchen im Odenwald, Deutschland","Bio-Weizenvollkornflocken, Bio-Hafervollkornflocken, Bio-Rosinen ungeschwefelt, Bio-Gerstenflocken, Bio-Sonnenblumenkerne, Bio-Mandelkerne, Bio-Sesamsaat. ",750 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Küstengold Haferflocken kernig,"1,29€","Für eine gute, vollwertige Ernährung. Zum Verfeinern von Müslis und als ideale Koch- und Backzutat. , SchapfenMühle GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43001-kustengold-kustengold-haferflocken-kernig/,https://bilder.kolonial.no/local_products/5a97373a-5c23-498f-86ad-9e1e085fcc1b.jpg?auto=format&fit=max&w=667&s=17efb9fa3265272294c8980b0cc91d4e,0.03 g,13 g,,1.10 g,59.10 g,1.30 g,7 g,1566 kJ / 374 kcal,,"SchapfenMühle GmbH & Co. KG, Franzenhauserweg 21, 89081 Ulm-Jungingen, Deutschland",100% HAFERFLOCKEN. ,500 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Corny Müsli-Riegel Nussig,"1,69€","Ohne Farbstoffe
Ohne Zusatz von Konservierungsstoffen.* *lt. Gesetz
Mit 26% Vollkorn , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45242-corny-corny-musli-riegel-nussig/,https://bilder.kolonial.no/local_products/cd8517b0-bdf7-4af8-87a9-b16418237dbf.jpg?auto=format&fit=max&w=949&s=b937c81614a9535fd207b856a146eb43,0.63 g,6.30 g,4.80 g,23.80 g,63.20 g,8 g,15.50 g,1793 kJ / 427 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Vollkorngetreideflocken 26% (HAFER-, GERSTEN-, WEIZEN-), Glukose-Fruktose-Sirup, Glukosesirup,
Getreidecrispies (WEIZENMEHL, Zucker, Maismehl, Reismehl, GERSTENMALZEXTRAKT, Salz,
Karamellzuckersirup), geröstete HASELNÜSSE 10%, Cornflakes (Mais, Salz, GERSTENMALZEXTRAKT,
Emulgator Lecithine), Kokosfett, Kokosflocken, Honig 1%, Salz, Karamellzuckersirup, natürliches Aroma, Emulgator Lecithine. ",150 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,Erdnüsse.,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Kellogg's Honey Loops,"2,79€","KELLOGG'S® HONEY BSSS LOOPS, das sind honig-leckere Knusper-Ringe aus 73% Vollkorngetreide. ""Honey"" die Honigbiene liebt die KELLOGG'S® HONEY BSSS LOOPS, da sie mit wertvollem Bienenhonig verfeinert sind. Knusprige Vollkorngetreide-Ringe aus 73% Vollkorngetreide mit Vitaminen, Calcium und Eisen. Natürlich lecker ohne künstliche Farb - und Aromastoffe. Hoher Ballaststoffgehalt. , Kellogg Europe Germany hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46256-kelloggs-kelloggs-honey-loops/,https://bilder.kolonial.no/local_products/e56da173-f60b-4879-b5bc-166414b0de94.jpg?auto=format&fit=max&w=1000&s=d3fb124e9af0b5398e98d31c4b2f7d7a,1 g,8.90 g,,27 g,27 g,4.10 g,4.10 g,1615 kJ / 386 kcal,,"Kellogg Europe Germany, 3 Dublin Airport Central, Dublin Airport, K67X4X5, Ireland","Getreidemehle(74%)(VOLLKORNWEIZEN, VOLLKORNHAFER, VOLLKORNGERSTE, VOLLKORNROGGEN), Zucker, Honig(3%), Glukosesirup, Salz, Farbstoff(Carotin), Antioxidationsmittel(Ascorbylpalmitat, Alpha-Tocopherol). ",330 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Seitenbacher Müsli zuckerarm,"5,59€","Ein Müsli ganz ohne Früchte auf Vollkornbasis. Kernige Vollkorn-Haferflocken bilden mit knusprigen Cornflakes, gepufftem Reis und vollwertigen Kakao-Vollkorn-Dinkel-Bällchen die Basis der Mischung. Hauchfeine Mandelblättchen geben der Mischung den letzten Schliff. Durch den bewussten Verzicht auf Früchte und die darin enthaltene Fructose ist der Zuckergehalt der Mischung sehr gering. Nur 1g pro 100g.

- Eiweißquelle
- hoher Ballaststoffgehalt
- zuckerarm , Seitenbacher Vertriebs GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50001-seitenbacher-seitenbacher-musli-zuckerarm/,https://bilder.kolonial.no/local_products/7b0ebe8f-3c35-4f21-bcf4-4948ddabdabe.jpg?auto=format&fit=max&w=410&s=4632f7643f998135d0114962c5be5de0,0.10 g,14 g,9 g,1 g,58 g,2 g,9 g,1629 kJ / 387 kcal,,"Seitenbacher Vertriebs GmbH, Siemensstr. 14, D-74722 Buchen im Odenwald, Deutschland","67% Vollkorn-Haferflocken, Kakao-Vollkorn-Dinkel-Bällchen (Vollkorndinkel, fettarmes Kakaopulver), Mandelblättchen, Cornflakes (Mais, Gerstenmalz, Meersalz), Reis gepufft. ",500 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Küstengold Haferflocken zart,"1,29€","Vollkornhaferflocken - Für eine gute, vollwertige Ernährung. Zum Verfeinern von Müslis und als ideale Koch- und Backzutat. , SchapfenMühle GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43250-kustengold-kustengold-haferflocken-zart/,https://bilder.kolonial.no/local_products/719558cb-29ed-4906-a06e-fc5c270a2db0.jpg?auto=format&fit=max&w=672&s=bda1e7237d3a3b8b0cb94bad7fa04cc6,0.03 g,13 g,,1.10 g,59.10 g,1.30 g,7 g,1566 kJ / 374 kcal,,"SchapfenMühle GmbH & Co. KG, Franzenhauserweg 21, 89081 Ulm-Jungingen, Deutschland",100% HAFERFLOCKEN. ,500 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,Corny Müsli-Riegel Milch Dark & White,"1,69€","Ohne Zusatz von Konservierungsstoffen.* *lt. Gesetz 
Ohne Farbstoffe
Cremig lecker
Cream up your crunch , Schwartauer Werke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45792-corny-corny-musli-riegel-milch-dark-white/,https://bilder.kolonial.no/local_products/c3a7e8f8-cfb6-4256-9a9d-11b8c1cba78b.jpg?auto=format&fit=max&w=1000&s=1e1bc7c132a4c0306322d7c4c6a8fd85,0.44 g,6.60 g,3.10 g,33.60 g,61 g,18.20 g,21.50 g,1969 kJ / 470 kcal,,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Deutschland","Kakaohaltige Getreidecrispies 32% (Reismehl, WEIZENMEHL, fettarmes Kakaopulver* 5%, VOLLMILCHPULVER 4%, Zucker, Maismehl, Salz), Glukose-Fruktose-Sirup, Kokosfett, Glukosesirup, Zucker, Traubenzucker, Palmöl, MAGERMILCHPULVER 3%, VOLLMILCHPULVER 3%, fettarmes Kakaopulver* 3%, Stabilisator Glycerin, natürliche Aromen (enthalten MILCHBESTANDTEILE), Emulgator Lecithine, Salz. ",120 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,"Erdnüsse, Nüssen.",,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,Kellogg's Crunchy Nut,"2,79€","Das goldglänzende Aussehen der KELLOGG'S® CRUNCHY NUT® wird nur noch durch ihren Geschmack übertroffen: vollnussig, honigsüß und dabei so wunderbar crunchig. Kellogg's beliebte Flakes aus Mais: vollnussig mit Erdnüssen, honigsüß und dabei so wunderbar crunchy. Natürlich lecker ohne künstliche Farb - und Aromastoffe. Unwiderstehlich lecker! , Kellogg Europe Germany hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47152-kelloggs-kelloggs-crunchy-nut/,https://bilder.kolonial.no/local_products/3770c3e8-c7bc-4d7e-817b-130c24c49027.jpg?auto=format&fit=max&w=1000&s=d07f7d22c254319a8eb7d828a331b2de,0.75 g,6 g,,35 g,82 g,0.70 g,4.50 g,1683 kJ / 402 kcal,,"Kellogg Europe Germany, 3 Dublin Airport Central, Dublin Airport, K67X4X5, Ireland","Mais, Zucker, ERDNÜSSE (6%), GERSTENMALZ, Melasse, Honig (1%), Salz, Vitamine (Vitamin B2, Niacin, Folsäure) und Eisen. ",375 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Seitenbacher Müsli Dinkelmischung,"5,29€","Dinkel ist reich an Magnesium, Eisen, Zink und Mangan. Dieser gesunde Dinkel kommt in der Dinkelmischung in drei verschiedenen Formen zum Einsatz. Aus ganzen Dinkelkörnern werden Extrudate hergestellt, die mit Zimt und Apfeldicksaft gesüßt sind, des Weiteren werden ganze Dinkelkörner gemahlen, zu Teig gekocht und danach zu Flakes verarbeitet, ebenso werden ganze Dinkelkörner zu Flocken gewalzt. 

Durch diese abwechslungsreiche Form des Dinkel enthält die Dinkel Mischung einen Gesamtdinkelanteil von 63%. Abgerundet wird die Mischung mit leckeren Früchten, ganzen Nüssen und gesunden Saaten. , Seitenbacher Vertriebs GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50009-seitenbacher-seitenbacher-musli-dinkelmischung/,https://bilder.kolonial.no/local_products/2b4f6ed4-966f-413d-9ce5-d99adfca080e.jpg?auto=format&fit=max&w=410&s=5e9cad708738dc872b828b90d0685001,0.20 g,15 g,10 g,17 g,51 g,2 g,14 g,1720 kJ / 419 kcal,,"Seitenbacher Vertriebs GmbH, Siemensstr. 14, D-74722 Buchen im Odenwald, Deutschland","Vollkorn-Dinkelflocken*, Datteln, Dinkel*-Vollkorn-Ecken (Dinkel*, Flohsamenschalen, Apfeldicksaft, Zimt, Stevia), Dinkel*-Vollkorn-Flakes (Dinkel*, Gerstenmalz, Meersalz), Dinkel*-Vollkorn-Ringe (Dinkel, Flohsamenschalen, Apfelsaft, Zimt, Stevia), Kürbiskerne, Sonnenblumenkerne, Apfelstücke getrocknet, Mandelkerne, Erdbeerstücke gefriergetrocknet. * Dinkel = Urweizen, 63% Dinkelanteil. ",500 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,Kellogg's Tresor Milk Choco,"4,99€","Knusprige Getreidekissen mit Milchschokoladengeschmack. Die kleinen Tresore bereiten dir ein voll schokoladiges Frühstückserlebnis und machen dich startklar für den Tag. Egal, ob es die treibende Kraft ist, morgens aus dem Bett zu kommen, oder ein impulsiver Snack am Tag, Tresor ist die perfekte Lösung. Tresor ist eine Quelle von B-Vitaminen und gleichzeitig ist Tresor unbestreitbar köstlich. Mit einer unwiderstehlichen schokoladigen Füllung in jedem Getreidekissen sind Tresore genau das Richtige. Knusprige Getreidekissen mit Milchschoko-Füllung im Maxi-Pack. Für einen guten Start in den Tag. Auch ohne Milch ideal zum Snacken geeignet. Natürlich lecker ohne künstliche Farb- und Aromastoffe. , Kellogg Europe Germany hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42821-kelloggs-kelloggs-tresor-milk-choco/,https://bilder.kolonial.no/local_products/41304829-ef6f-44f2-b49b-869cf96c35e4.jpg?auto=format&fit=max&w=1000&s=f40bb9b244e7775671cd89c5399e180d,0.95 g,7.20 g,,25 g,25 g,15 g,15 g,1915 kJ / 458 kcal,,"Kellogg Europe Germany, 3 Dublin Airport Central, Dublin Airport, K67X4X5, Ireland","Getreidemehle(55%)(WEIZEN, HAFER, Reis), Füllung mit MILCHSCHOKOLADENGESCHMACK (Zucker, pflanzliche Öle{Sonnenblume, Raps, Palm},, MILCHSCHOKOLADE {9%} {Zucker, Kakaomasse, SÜßMOLKENPULVER, MILCHFETT, VOLLMILCHPULVER, Kakaobutter}, Glukosesirup, fettarmes Kakaopulver, VOLLMILCHPULVER, MAGERMILCHPULVER, Emulgator {SOJALECITHINE}, Säuerungsmittel {Citronensäure}), Zucker, Salz, Farbstoff (Annatto, Norbixin, Carotin), Antioxidationsmittel (Ascorbylpalmitat, Alpha-Tocopherol). Vitamine: Riboflavin, Thiamin, Vitamin B6, Vitamin B12. Kann Spuren von SCHALENFRÜCHTEN enthalten. ",620 Gramm,täglich,"Vorräte, Soßen & Gewürze","Müsli, Porridge & Cerealien",oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
