,PROD_NAME,PROD_PRICE,PROD_ITEM,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Mögliche Lieferzeiten,Inhalt,Handelsklasse,Ursprungsland,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Eigenschaften,Lieferant,Region,Ursprungsregion,Qualität,Sorte,Beschreibung,Handelsmarke,Urprungsland,Handelklasse,Mix,Zutaten/Inhaltsstoffe,,Brennwert,Fett,davon gesättigte Fettsäuren,Kohlenhydrate,Zucker,Protein,Frischegarantie (mindestens),Ballaststoffe,Kann Spuren enthalten von 
161,Mairüben im Bund,"1,49€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54734-mairuben-im-bund/,https://bilder.kolonial.no/local_products/f013e5fb-a3d7-4f9f-9bee-957b60a56164.jpg?auto=format&fit=max&w=359&s=d9718c78b1677a5bd732047d1a129fe7,täglich,1 Stück,I,Italien oder Deutschland,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
162,Peperoni Mix,"1,39€",Paprika & Chili,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54811-peperoni-mix-grun-gelb-rot/,https://bilder.kolonial.no/local_products/749361a5-7833-4010-b817-29acfc352e72.jpg?auto=format&fit=max&w=1000&s=f54dbcace9a38abb12c3c579e8d1dfa4,täglich,75 Gramm,I,Niederlande,Obst & Gemüse,Gemüse,oda,,,,,,Cayenne,,,,,,,,,,,,,,,,
163,Bio Mini Romatomaten,"2,39€",Tomaten,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55568-bio-mini-romatomaten/,https://bilder.kolonial.no/local_products/2c8574e4-f2fd-4ff8-842d-e9151b507b66.jpg?auto=format&fit=max&w=1000&s=93ec9542a0cfb279f14ad2c74e31b146,täglich,250 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
164,Dampfgenuss Spitzkohl,"1,99€",Kohl,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55982-dampfgenuss-spitzkohl/,https://bilder.kolonial.no/local_products/464a81d7-448a-4873-bba6-6d932e05c979.jpg?auto=format&fit=max&w=1000&s=fe8d4fe8562615ec6369041831dd33af,täglich,250 Gramm,I,Spanien oder Deutschland,Obst & Gemüse,Gemüse,oda,,Behr Gemüsegarten,,,,,,,,,,,,,,,,,,,,
165,Bio Radieschen im Bund,"1,29€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54730-bio-radieschen-im-bund/,https://bilder.kolonial.no/local_products/283ac903-4062-4adb-9f18-a04e1f9e12b6.jpg?auto=format&fit=max&w=763&s=185a50067ac861d30ac2a6d848223287,täglich,1 Stück,II,Italien,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
166,Peperoni rot,"1,39€",Paprika & Chili,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54812-peperoni-rot/,https://bilder.kolonial.no/local_products/84f764c3-e66f-4595-87b4-225be3f93bbd.jpg?auto=format&fit=max&w=787&s=4028481997e90841fa69d0324527a887,täglich,75 Gramm,I,"Niederlande, Spanien oder Marokko",Obst & Gemüse,Gemüse,oda,,,,,,Cayenne,,,,,,,,,,,,,,,,
167,Bio Cherrytomaten,"2,49€",Tomaten,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56129-bio-cherrytomaten/,https://bilder.kolonial.no/local_products/beaf9fac-4a24-4e27-9712-a4e665cd2f53.jpg?auto=format&fit=max&w=1000&s=1780f0d4966c8d19150da2e11616a980,täglich,250 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
168,Baby-Blattspinat,"1,39€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54720-baby-blattspinat/,https://bilder.kolonial.no/local_products/59dc2c22-f935-4816-b3a3-fd03c4deeed1.jpg?auto=format&fit=max&w=766&s=46324bb3b68bd1f07852d4f1529d29b5,täglich,125 Gramm,I,Italien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
169,Bio Topinambur,"2,19€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55946-bio-topinambur/,https://bilder.kolonial.no/local_products/c3aa750b-64d7-4a09-941e-80177710fb19.jpg?auto=format&fit=max&w=1000&s=56ac618926e8f83cec27694603ac20bc,täglich,300 Gramm,,Deutschland,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
170,Cherrytomaten,"1,19€",Tomaten,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56251-cherrytomaten/,https://bilder.kolonial.no/local_products/af1e73e7-b58b-4171-9d45-179ec4edba74.jpg?auto=format&fit=max&w=1000&s=6a2ead64aa6f175a936581d428e28300,täglich,250 Gramm,I,Spanien oder Morokko,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
171,Blattspinat,"2,29€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54719-blattspinat/,https://bilder.kolonial.no/local_products/65cedfcb-42f4-4d71-b1db-7da4d8ceaadc.jpg?auto=format&fit=max&w=766&s=6a4e151d73ba0504fdab85a47d824367,täglich,500 Gramm,I,Italien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
172,Tomaten getrocknet,"1,79€",Tomaten,Lieferant hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/54739-tomaten-getrocknet/,https://bilder.kolonial.no/local_products/f9719268-fe47-4f91-add1-77b621527008.jpg?auto=format&fit=max&w=1000&s=a46e58385b03b83d2557da28feb98695,täglich,100 Gramm,,Italien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,"Getrocknete Tomaten (92%), Salz","Für die Angaben wird keine Haftung übernommen. Bitte beachten Sie die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich. Das Produktdesign kann von der Abbildung abweichen.",630 kJ / 151 kcal,1.10 g,0.20 g,28 g,13 g,3.90 g,,,
173,Topinambur,"1,79€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55968-topinambur/,https://bilder.kolonial.no/local_products/277331a5-714e-42f5-aaf4-a0eb8430c76c.jpg?auto=format&fit=max&w=1000&s=615bd8082c69c46878a818b346a76b37,täglich,400 Gramm,,Deutschland,Obst & Gemüse,Gemüse,oda,,keine Angabe,,,,,,,,,,,,,,,,,,,,
174,Rettich weiß,"1,29€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54736-rettich-weiss-ca-400g/,https://bilder.kolonial.no/local_products/6eba4135-97a5-45e7-b015-63ee7130f17d.jpg?auto=format&fit=max&w=1000&s=1370157516adff5d1857657e2e3ada7d,täglich,1 Stück,I,Italien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
175,Radiccio Treviso Salat,"1,19€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55962-radiccio-treviso-salat-ca-250g/,https://bilder.kolonial.no/local_products/13a229d0-3656-46d7-83d6-f5e308d16a77.jpg?auto=format&fit=max&w=1000&s=cd6c36768ceeaf9a70e32a6a1ad32fde,täglich,1 Stück,,Italien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
176,Romatomaten,"1,99€",Tomaten,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/60327-romatomaten-ca-5-6-stuck/,https://bilder.kolonial.no/local_products/e1613737-0977-4f92-a54c-7600046e80b4.jpg?auto=format&fit=max&w=1000&s=7591ffd91a223863fe120bdbeab02910,täglich,500 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
177,Radieschen im Beutel,"0,79€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54731-radieschen-im-beutel/,https://bilder.kolonial.no/local_products/2ac144e1-b649-49fd-8945-c4d0619c3588.jpg?auto=format&fit=max&w=1000&s=577aa89ae01c4c3e4744684b95fe650f,täglich,200 Gramm,I,Italien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
178,Bio Chicoree,"2,19€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/59409-bio-chicoree/,https://bilder.kolonial.no/local_products/7619a878-133f-4fcd-8e22-47825b2b6306.jpg?auto=format&fit=max&w=1000&s=42cdc87199e89dc70ea502df4cf476c3,täglich,300 Gramm,II,Deutschland,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
179,Chicoree weiß,"2,19€",Salat,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56054-chicoree-weiss/,https://bilder.kolonial.no/local_products/7866eaf6-8425-4422-bd16-e9f12420757b.jpg?auto=format&fit=max&w=1000&s=595473b1c7ce15dbaac0ec027aad101b,täglich,500 Gramm,,Deutschland,Obst & Gemüse,Gemüse,oda,,,Brandenburg (Oberkrämer/OT Vehlefanz),,,,,I,,,,,,,,,,,,,,
180,Blattsalat Exquisit Goldmarie,"1,95€",Salat,BE Markenhandel GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/51619-goldmarie-blattsalat-exquisit-goldmarie/,https://bilder.kolonial.no/local_products/1b6fa9c7-eda4-42f7-8b8d-6ca4731f5ad5.jpg?auto=format&fit=max&w=947&s=0fc0279f67fa80a274a784e8c53da3e1,täglich,150 Gramm,,,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,"Frisée, Feldsalat, Radicchio",,,,,,,,2 Tage,,
181,Florette Emotions Zart & Feurig,"2,19€",Salat,FLORETTE Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/51613-florette-florette-emotions-zart-feurig/,https://bilder.kolonial.no/local_products/78057aa9-f063-4fc0-932b-4b57385f349f.jpg?auto=format&fit=max&w=815&s=eddf041a938c12bc0adc930f486fd404,täglich,100 Gramm,,,Obst & Gemüse,Gemüse,oda,,"FLORETTE Deutschland GmbH, Mikroforum Ring 1, 55234 WENDELSHEIM, Deutschland",,,,,,,,,,"Baby Spinat (mind. 50%), junge Salatblätter von rotem Mangold (mind. 10%), Rucola (mind. 5%)",,80 kJ / 19 kcal,0.50 g,0.10 g,0.79 g,0.30 g,1.86 g,2 Tage,2.07 g,
182,Florette Emotions Fein & Pikant,"2,19€",Salat,Landgard Nord Obst & Gemüse GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/51616-florette-florette-emotions-fein-pikant/,https://bilder.kolonial.no/local_products/697fcca1-b3f9-4ac7-98f1-86a5b2669673.jpg?auto=format&fit=max&w=832&s=0315ac9d75645b681efe9f4af9a362f2,täglich,140 Gramm,,,Obst & Gemüse,Gemüse,oda,,"Landgard Nord Obst & Gemüse GmbH, Bei der Lehmkuhle 6, 21629, Neu Wulmsdorf",,,,,,,,,,"Feldsalat, Rucola, Rote Bete.",,129 kJ / 31 kcal,0.50 g,0.01 g,3.19 g,2.30 g,1.99 g,2 Tage,2.78 g,
183,Bio Ingwer,"1,39€",Ingwer,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54122-bio-ingwer/,https://bilder.kolonial.no/local_products/870da3ef-b880-4dfe-9923-d41acdb5e382.jfif?auto=format&fit=max&w=254&s=bcc82dfe975466c43534c57d92472ae9,täglich,200 Gramm,I,Peru,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
184,Bio Kürbis Hokkaido,"3,99€",Kürbis,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54449-bio-kurbis-hokkaido-mind-900g/,https://bilder.kolonial.no/local_products/7aa85f86-bf9e-4bf1-9de8-0caa15c801e8.jpg?auto=format&fit=max&w=1000&s=5ac98b6b091ec2f68fa90632faff2c1c,täglich,900 Gramm,,"Spanien, Niederlande, Argentinien oder Neuseeland",Obst & Gemüse,Gemüse,oda,Bio-Produkt,keine Angabe,,,,,,,,,,,,,,,,,,,,
185,Artischocke,"1,59€",Artischocke,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54717-artischocke/,https://bilder.kolonial.no/local_products/c6e07b2d-9313-47c8-98be-e8bd6028b8d0.jpg?auto=format&fit=max&w=1000&s=e3b0f9758914fc557e07b573e5015ba0,täglich,1 Stück,I,Italien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
186,Bio Auberginen,"1,29€",Aubergine,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55554-bio-auberginen-mind-225g/,https://bilder.kolonial.no/local_products/6059ea39-bf41-40c0-9d73-35f42d698b88.jpg?auto=format&fit=max&w=675&s=dd259b6d7e26da786e5974acc706fc1f,täglich,1 Stück,II,Spanien,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
187,Bio Zuckermais gekocht vakumiert,"1,99€",Mais,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55947-bio-zuckermais-gekocht-vakumiert/,https://bilder.kolonial.no/local_products/8d227b47-c1a5-4672-80ef-555ce361b83a.jpg?auto=format&fit=max&w=580&s=93a977d3c08a09dddfd71a840c0e2cfd,täglich,400 Gramm,,Deutschland,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
188,Rettich schwarz,"1,19€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55972-rettich-schwarz-mind-700g/,https://bilder.kolonial.no/local_products/82d51c84-e752-4290-bf43-d566efdf1a7d.jpg?auto=format&fit=max&w=1000&s=8168a789a94d5f5c36842d71368d4f48,täglich,1 Stück,I,Deutschland,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
189,Porree 1 Stück,"0,79€",Porree,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55979-porree-1-stuck-mind-180g/,https://bilder.kolonial.no/local_products/39f7b5db-0e13-4cca-b73a-a562dc637837.jpg?auto=format&fit=max&w=755&s=4800468a3f74e2db19b9b5fd65e787da,täglich,1 Stück,I,"Deutschland, Belgien, Spanien oder Niederlande",Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
190,Dampfgenuss Brokkoli,"1,99€",Brokkoli,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/55980-dampfgenuss-brokkoli/,https://bilder.kolonial.no/local_products/b7c03b49-52df-4266-95d4-e1d53a5794fa.jpg?auto=format&fit=max&w=1000&s=56adbb9eecedc540afee33898d76e0c4,täglich,200 Gramm,I,Spanien oder Deutschland,Obst & Gemüse,Gemüse,oda,,Behr Gemüsegarten,,,,,,,,,,,,,,,,,,,,
191,Auberginen Werder Frucht,"1,49€",Aubergine,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56051-werder-frucht-so-nah-so-gut-auberginen-werder-fruc/,https://bilder.kolonial.no/local_products/0b471a8f-c15a-4efe-ad91-a6003f4d3cba.png?auto=format&fit=max&w=527&s=250532e4f7ea34b9c40d7921247ca6da,täglich,1 Stück,I,Deutschland,Obst & Gemüse,Gemüse,oda,,Werder Frucht GmbH,Brandenburg,,,,,,,,,,,,,,,,,,,
192,Knoblauch im Netz,"0,99€",Knoblauch,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56056-knoblauch-im-netz/,https://bilder.kolonial.no/local_products/961edb2f-543b-4ad9-bb33-a638aad5b9ab.jpg?auto=format&fit=max&w=641&s=e081572657fe7a3f957b87b554441898,täglich,200 Gramm,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
193,Rhabarber,"3,49€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56120-rhabarber/,https://bilder.kolonial.no/local_products/8846d8ce-3ba1-4678-b1cc-e25803a7f520.jpg?auto=format&fit=max&w=1000&s=7ab5d744f834defc8a45d6391a698762,täglich,1 Kilogramm,I,Deutschland,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
194,Rote Bete gekocht,"0,99€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56121-rote-bete-gekocht/,https://bilder.kolonial.no/local_products/90d77d05-f8cd-43e5-9170-081e50b2c86b.jpg?auto=format&fit=max&w=1000&s=c0966666ccaa1098a436c6624c1e42ab,täglich,500 Gramm,,,Obst & Gemüse,Gemüse,oda,,,,,,,Rote bete gekocht / vakummiert / Schrumpfverpackung,,,,,,,,,,,,,,,
195,Auberginen,"0,99€",Aubergine,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56221-auberginen-mind-225g/,https://bilder.kolonial.no/local_products/ed1c4bf9-3d9c-48a6-8949-7873f00f3bae.jpg?auto=format&fit=max&w=675&s=d10f0be26f6decf06f0cdb092317bb43,täglich,1 Stück,I,Spanien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
196,Bio Champignons braun mittel,"1,99€",Pilze,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56229-bio-champignons-braun-mittel/,https://bilder.kolonial.no/local_products/391120df-8fe2-4e30-b412-e4365b848ef7.jpeg?auto=format&fit=max&w=1000&s=2c92703dfd2e313a05de491c6fad7e82,täglich,200 Gramm,II,Niederlande,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
197,Bio Champignons weiß mittel,"1,99€",Pilze,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56230-bio-champignons-weiss-mittel/,https://bilder.kolonial.no/local_products/0923ba76-be30-4298-bc62-21d88b9354ad.jpg?auto=format&fit=max&w=1000&s=def902c681621a585f099aa5c603c8e4,täglich,200 Gramm,II,Niederlande,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
198,Bio Champignons braun groß,"3,49€",Pilze,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56231-bio-champignons-braun-gross/,https://bilder.kolonial.no/local_products/39e54dbf-a0b1-4d1a-965d-faee595d315d.jpg?auto=format&fit=max&w=1000&s=e468b427eb7c9d94e168243bfe306de0,täglich,400 Gramm,II,Niederlande,Obst & Gemüse,Gemüse,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
199,Champignons braun mittel,"1,99€",Pilze,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56232-champignons-braun-mittel/,https://bilder.kolonial.no/local_products/4c999802-dab8-4919-838d-2eb7ec983614.jpeg?auto=format&fit=max&w=1000&s=e0d9d703cf49d45728747a84571ccd89,täglich,250 Gramm,I,Niederlande,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
200,Champignons weiß mittel,"1,99€",Pilze,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56233-champignons-weiss-mittel/,https://bilder.kolonial.no/local_products/7b2c2dbe-d384-4487-ba8c-8feaf5789298.jpg?auto=format&fit=max&w=1000&s=911ac13f97bf748bb74fd918123212bd,täglich,250 Gramm,I,Niederlande,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
201,Champignons weiß groß,"2,19€",Pilze,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56234-champignons-weiss-gross/,https://bilder.kolonial.no/local_products/ac32b2f5-3678-4a7b-8808-9d1aa945a2de.jpg?auto=format&fit=max&w=818&s=8b94b51a7b96e6a0fd8bfd2755a3f80e,täglich,400 Gramm,I,Niederlande,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
202,Kräuterseitling mittel,"2,99€",Pilze,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56235-krauterseitling-mittel/,https://bilder.kolonial.no/local_products/e744025b-1c8e-426d-a199-7d124d9a7234.jpg?auto=format&fit=max&w=1000&s=74bf3bedba27f55520015feaed2a7263,täglich,150 Gramm,I,Niederlande,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
203,Breite Bohnen,"2,99€",Frische Hülsenfrüchte,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56284-breite-bohnen/,https://bilder.kolonial.no/local_products/d8928d0f-a844-4abe-83f9-6508e7f5f459.jpg?auto=format&fit=max&w=1000&s=9f0e048c1aec0ab40f77dea6b2d334af,täglich,500 Gramm,I,Spanien oder Morocco,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
204,Knollensellerie,"1,29€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56318-knollensellerie-mind-900g/,https://bilder.kolonial.no/local_products/f1ab9c23-defc-4b06-93d9-59abf36dd137.jpg?auto=format&fit=max&w=235&s=44f43e16b6fc4608155617aa474094bb,täglich,900 Gramm,I,Deutschland,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
205,Kürbis Butternut,"2,49€",Kürbis,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56319-kurbis-butternut-mind-700/,https://bilder.kolonial.no/local_products/5c3afadf-e325-4aea-98a9-5694c1795566.jpg?auto=format&fit=max&w=904&s=e0ae2ce6e4a2156bb95c0a3c733715c6,täglich,700 Gramm,,Südafrika,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
206,Kürbis Hokkaido,"3,79€",Kürbis,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56320-kurbis-hokkaido-mind-800g/,https://bilder.kolonial.no/local_products/ade78b97-409a-462d-a7ee-25bdd98af840.jpg?auto=format&fit=max&w=1000&s=db0d3225a357a100e4787baff03226b1,täglich,1 Stück,,Peru,Obst & Gemüse,Gemüse,oda,,keine Angabe,,,,,,,,,,,,,,,,,,,,
207,Steckrübe,"1,99€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56326-steckrube-mind-2kg/,https://bilder.kolonial.no/local_products/c4cf6d5e-7b59-40dd-b1ff-332bd9c05ac4.jpg?auto=format&fit=max&w=1000&s=54ceef6dbbe00d351f69a4e23b4a72e0,täglich,2 Kilogramm,I,Deutschland oder Großbritannien,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
208,Suppengrün,"1,59€",Wurzelgemüse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/56555-suppengrun-mohre-porree-sellerie-und-petersilie/,https://bilder.kolonial.no/local_products/88e266a9-a177-45b9-892d-87350324384d.jpg?auto=format&fit=max&w=1000&s=ced39c17f675e581089dd3484184abc3,täglich,500 Gramm,,,Obst & Gemüse,Gemüse,oda,,keine Angabe,,,,,,,,,,,,,,,,,,,,
209,Zuckererbsen,"2,49€",Frische Hülsenfrüchte,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/57999-zuckererbsen/,https://bilder.kolonial.no/local_products/2eb734bf-bde1-4ea8-adb0-b34a1f01ea19.jpg?auto=format&fit=max&w=728&s=dea6e44bfdee2a2e9115231c255be6f2,täglich,250 Gramm,I,"Ägypten, Peru oder Guatemala.",Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
210,Knackerbsen,"2,49€",Frische Hülsenfrüchte,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/58014-knackerbsen/,https://bilder.kolonial.no/local_products/bc520644-c67b-4c8a-bfef-3b0c21c3177d.jpg?auto=format&fit=max&w=1000&s=dd7dbed8b367518513153106a223d39e,täglich,250 Gramm,I,,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
211,Prinzessbohnen,"2,49€",Frische Hülsenfrüchte,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/58018-prinzessbohnen/,https://bilder.kolonial.no/local_products/3093bab4-1690-4274-8259-14cd252a40e0.jpg?auto=format&fit=max&w=684&s=bbf5c79cd8c3bba1d41def86f83260b9,täglich,250 Gramm,I,Kenia,Obst & Gemüse,Gemüse,oda,,,,,,,,,,,,,,,,,,,,,,
212,Bio Gartenkresse,"0,49€",Kräuter im Topf,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/51607-bio-gartenkresse/,https://bilder.kolonial.no/local_products/b9ec5b7d-2a16-47c8-ad06-e6efcdae6607.jpg?auto=format&fit=max&w=330&s=16e858fbdf5316f5e4107cea861d8f59,täglich,1 Stück,,Deutschland,Obst & Gemüse,Kräuter,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
213,Basilikum,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52352-basilikum/,https://bilder.kolonial.no/local_products/a13d9a7f-a753-4bb1-909b-f269d9389447.jpg?auto=format&fit=max&w=300&s=7077d116966992a368f8575f70d659a3,täglich,15 Gramm,,"Deutschland, Israel, Kenia",Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
214,Basilikum im Topf,"1,59€",Kräuter im Topf,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/51608-basilikum-im-topf/,https://bilder.kolonial.no/local_products/3a531959-285c-4893-befd-6140a46ac4bd.jpg?auto=format&fit=max&w=829&s=ed9edc9bb45dd71db0473d589acb6493,täglich,1 Stück,,Deutschland,Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
