,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lagerung,Eigenschaften,Lieferant,Kann Spuren enthalten von ,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Ursprungsregion,EInlage Currywurstscheiben,Bruttogewicht,Bundesland,Herkunftsland,Haltungsstufe,Frischegarantie (mindestens),Beschreibung,Variables Gewicht,Verbrauchshinweis,Verpackungshinweis,Besonderheit,davon Stärke,mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,*,Ursprungsland,Ballaststoffe,davon Polyole,Informationen zum Angebot,*Haltungsstufe,Zubereitungshinweis,Zubereitungsempfehlung (gekühltes Produkt),Zubereitungsempfehlung,Abtropfgewicht,Natrium,Hinweis,Backofen,Grill,"Bratpfanne, Pfanne",Zubereitungsempfehlungen,Herkunftsland der Aquakultur/Binnenfischerei,Lateinischer Name,Inverkehrbringer,Verbraucherhinweise,Hinweis zur Frischegarantie
10,Gutfried vegetarische Fleischwurst,"2,99€","Die Gutfried Vegetarische Fleischwurst schmeckt Jung und Alt, denn sie schmeckt nicht nur auf dem Brot, oder als kleiner Snack, sondern eignet sich auch perfekt als Einlage in einer köstlichen Suppe. Die Vegetarische Fleischwurst wird über Buchenholz geräuchert und erhält so den authentischen Fleischwurst-Geschmack. , Gutfried GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50534-gutfried-gutfried-vegetarische-fleischwurst/,https://bilder.kolonial.no/local_products/790ab09a-958f-4555-98e0-47c4cbe82daa.jpg?auto=format&fit=max&w=1000&s=a1dac808378410e22d23b2c4592ebb75,2.30 g,8 g,2.20 g,2.20 g,14 g,14 g,722 kJ / 173 kcal,,,"Gutfried GmbH, Gewerbestraße 1, 24860 Böklund, Deutschland",,"Trinkwasser, Rapsöl 14%, HÜHNEREIEIWEIßPULVER 9%, Speisesalz, Verdickungsmittel: Carrageen, Johannisbrotkernmehl, Xanthan, Dextrose, Gewürze, Gewürzextrakte, natürliche Aromastoffe, Zitronensaftpulver, färbendes Lebensmittel: Rettichkonzentrat, rot, Farbstoff: Beta-Carotin, Säuerungsmittel: Citronensäure, Säureregulatoren: Kaliumlactat, Natriumacetate, Buchenholzrauch. Kann Spuren von SELLERIE, SENF, GLUTEN und SOJA enthalten. ",200 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Bio Hackfleisch gemischt,"6,99€"," , Westfalenland Fleischwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54218-gustopur-bio-hackfleisch-gemischt/,https://bilder.kolonial.no/local_products/6e33cfa7-7f64-485a-88c1-efa7519eb85b.jpg?auto=format&fit=max&w=1000&s=ae7c9c51ce77a786f4f73a8d6935c5ee,0.13 g,18 g,,,6.80 g,18 g,972 kJ / 234 kcal,KühlproduktMuss zwischen 0-2 °C gelagert werden.,Bio-Produkt,"Westfalenland Fleischwaren GmbH, Hessenweg 2, 48157 Münster, Deutschland",,,400 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,"EU (Um einen Hinweis zur tatsächlichen Herkunft zu erhalten, beachte bitte die Angaben auf der angelieferten Packung selbst; nur diese ist maßgeblich wie auch verbindlich)","Stufe ④ Premium: Mit dem grünen Label der Stufe 4 wird z. B. Biofleisch gekennzeichnet, das die Anforderungen an die europäische Öko-Verordnung und ihre Richtlinien erfüllt. Die Haltungsstufe 4 stellt die höchste Haltungsform der Initiative Tierwohl (ITW) dar. Sie ist geprägt durch gentechnikfreies Futtermittel, einen Zugang zu einem Freigelände sowie höhere Platzvorgaben.",2 Tage,Frisch; vielseitig verwendbar,,Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde unter Schutzatmosphäre SB-verpackt.,Ohne Gentechnik,,,,,,,,,,,,,,,,,,,,,,,,
12,Bio Rinder-Entrecôte,"11,75€"," , Westfalenland Fleischwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54441-gustopur-bio-rinder-entrecote/,https://bilder.kolonial.no/local_products/69bd47cd-eecf-4b72-8133-fdbe12bd63b0.jpg?auto=format&fit=max&w=1000&s=029fca08bbb795fe8bf7ac3b9cc6e7cc,0.10 g,21 g,0 g,0 g,2 g,4 g,505 kJ / 120 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,Bio-Produkt,"Westfalenland Fleischwaren GmbH, Hessenweg 2, 48157 Münster, Deutschland",,,ca. 280 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,"EU (Um einen Hinweis zur tatsächlichen Herkunft zu erhalten, beachte bitte die Angaben auf der angelieferten Packung selbst; nur diese ist maßgeblich wie auch verbindlich)","Stufe ④ Premium: Mit dem grünen Label der Stufe 4 wird z. B. Biofleisch gekennzeichnet, das die Anforderungen an die europäische Öko-Verordnung und ihre Richtlinien erfüllt. Die Haltungsstufe 4 stellt die höchste Haltungsform der Initiative Tierwohl (ITW) dar. Sie ist geprägt durch gentechnikfreies Futtermittel, einen Zugang zu einem Freigelände sowie höhere Platzvorgaben.",3 Tage,,"Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde Vakuumverpackt.,Ohne Gentechnik,,,,,,,,,,,,,,,,,,,,,,,,
13,Bio Rinder-Rumpsteak,"13,15€"," , Westfalenland Fleischwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54444-gustopur-bio-rinder-rumpsteak/,https://bilder.kolonial.no/local_products/0f67ffa8-182f-4a50-8e9a-9879e9f0b6ce.jpg?auto=format&fit=max&w=1000&s=91ee84a7fc9fe35c271af503ffb00565,0.10 g,21 g,0 g,0 g,2 g,4 g,505 kJ / 120 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,Bio-Produkt,"Westfalenland Fleischwaren GmbH, Hessenweg 2, 48157 Münster, Deutschland",,,ca. 280 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,"EU (Um einen Hinweis zur tatsächlichen Herkunft zu erhalten, beachte bitte die Angaben auf der angelieferten Packung selbst; nur diese ist maßgeblich wie auch verbindlich)","Stufe ④ Premium: Mit dem grünen Label der Stufe 4 wird z. B. Biofleisch gekennzeichnet, das die Anforderungen an die europäische Öko-Verordnung und ihre Richtlinien erfüllt. Die Haltungsstufe 4 stellt die höchste Haltungsform der Initiative Tierwohl (ITW) dar. Sie ist geprägt durch gentechnikfreies Futtermittel, einen Zugang zu einem Freigelände sowie höhere Platzvorgaben.",3 Tage,,"Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde Vakuumverpackt.,Ohne Gentechnik,,,,,,,,,,,,,,,,,,,,,,,,
14,Rügenwalder Mühlen Frikadellen 100% Geflügel,"2,79€","Die Mühlen Frikadellen 100 % Geflügel der Rügenwalder Mühle sind:
- aus 100 %Geflügelfleisch,
- fettfrei gebraten und
- locker in der Konsistenz.

Wie alle Produkte von der Rügenwalder Mühle werden die Mühlen Frikadellen ohne Zusatz von Geschmacksverstärkern und laktosefrei hergestellt und regelmäßig vom SGS Institut Fresenius kontrolliert. Im innovativen wieder verschließbaren Snackbecher sind Mühlen Frikadellen der ideale Snack für zwischendurch und unterwegs.

- 100% Geflügel 

- hoher Proteingehalt

- Geflügel zu 100% aus Deutschland

- Mühlen Frikadellen schmecken kalt oder warm, als kleine Mahlzeit oder als Snack für zwischendurch. , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43867-rugenwalder-muhlen-frikadellen-100-geflugel/,https://bilder.kolonial.no/local_products/5efd12ec-3801-42d4-94e5-07a64b9ec12e.jpg?auto=format&fit=max&w=781&s=599866a8b50aa8cfdcde940fd2e53298,2 g,14 g,2.10 g,5.70 g,4 g,13 g,816 kJ / 196 kcal,,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland",,"81% Geflügelfleisch (Hähnchen-, Putenfleisch), Geflügelfett mit Haut,
Zwiebeln, fraktioniertes Erbsenmehl, Paniermehl (glutenfreie WEIZENSTÄRKE, Trinkwasser, Zucker, Rapsöl, Kochsalz, Hefe, Flohsamenschalen, Verdickungsmittel: Xanthan, Oligofruktose, Karamell, Maltodextrin), VOLLEI, Kochsalz, Gewürze, Zucker,
Traubenzucker. ",165 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,,,,,,,,,3.60 g,2.60 g,6.40 g,,,,,,,,,,,,,,,,,,,,,
15,Bio Rinder-Hackfleisch,"7,65€"," , Westfalenland Fleischwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54219-gustopur-bio-rinder-hackfleisch/,https://bilder.kolonial.no/local_products/70efaf37-ac62-4e99-a471-84a9589611d3.jpg?auto=format&fit=max&w=1000&s=a6d876cfc92c74da6439e101e3f3da48,0.20 g,19 g,0.50 g,0.50 g,8.80 g,19 g,1030 kJ / 248 kcal,KühlproduktMuss zwischen 0-2 °C gelagert werden.,Bio-Produkt,"Westfalenland Fleischwaren GmbH, Hessenweg 2, 48157 Münster, Deutschland",,100 % Rindfleisch,400 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,"EU (Um einen Hinweis zur tatsächlichen Herkunft zu erhalten, beachte bitte die Angaben auf der angelieferten Packung selbst; nur diese ist maßgeblich wie auch verbindlich)","Stufe ④ Premium: Mit dem grünen Label der Stufe 4 wird z. B. Biofleisch gekennzeichnet, das die Anforderungen an die europäische Öko-Verordnung und ihre Richtlinien erfüllt. Die Haltungsstufe 4 stellt die höchste Haltungsform der Initiative Tierwohl (ITW) dar. Sie ist geprägt durch gentechnikfreies Futtermittel, einen Zugang zu einem Freigelände sowie höhere Platzvorgaben.",2 Tage,,,Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde unter Schutzatmosphäre SB-verpackt.,Ohne Gentechnik,,,,,,,,,,,,,,,,,,,,,,,,
16,Rinder-Entrecotesteak,"9,15€"," , Westfalenland Fleischwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54440-gustopur-rinder-entrecotesteak-1-stuck/,https://bilder.kolonial.no/local_products/1daf0fa3-d3f0-4558-bde0-7d6e7ba5d284.jpg?auto=format&fit=max&w=1000&s=5f6f6f4d3ec28149f5b0b9ba8412d4be,0.13 g,21 g,0 g,0 g,4 g,9 g,690 kJ / 165 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,"Westfalenland Fleischwaren GmbH, Hessenweg 2, 48157 Münster, Deutschland",,100 % Rindfleisch,ca. 330 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,Deutschland,"Stufe ① Stallhaltung: Fleisch von Tieren, das mit dem roten Label der Stufe 1 gekennzeichnet ist, kommt aus Tierhaltung, die dem gesetzlichen Standard entspricht.",3 Tage,Frisch; zum Braten oder für den Grill,"Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde Vakuumverpackt.,,,,,,,,,,,,,,,,,,,,,,,,,
17,Rinder-Hackfleisch,"4,89€"," , Westfalenland Fleischwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54214-gustopur-rinder-hackfleisch/,https://bilder.kolonial.no/local_products/da077147-f5f9-4d32-bb46-ead9b3540f77.jpg?auto=format&fit=max&w=1000&s=fa6e0ed75ebff1ab33bfdd7dcd9012ca,0.10 g,18 g,0.50 g,0.50 g,8.50 g,19 g,1009 kJ / 243 kcal,KühlproduktMuss zwischen 0-2 °C gelagert werden.,,"Westfalenland Fleischwaren GmbH, Hessenweg 2, 48157 Münster, Deutschland",,100% Rindfleisch,500 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,Deutschland,"Stufe ① Stallhaltung: Fleisch von Tieren, das mit dem roten Label der Stufe 1 gekennzeichnet ist, kommt aus Tierhaltung, die dem gesetzlichen Standard entspricht. Bei Schweinen, Hühnchen und Puten ist eine Zulassung im QS-System erforderlich. Bei Jungbullen und Schlachtkühen ist das ab 2020 der Fall.",2 Tage,Frisch vom Rind; vielseitig verwendbar,,Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde unter Schutzatmosphäre SB-verpackt.,,,,,,,,,,,,,,,,,,,,,,,,,
18,Block House Mini Brot Kräuterbutter Art,"1,35€","Innen wunderbar buttrig und außen herrlich kross - Block House Mini Kräuterbutter Brot ist ein kulinarischer Klassiker, der bei keinem Grillfest fehlen darf. Probieren Sie diese Brotspezialität mit Kräuterbutter zu Fleisch, Gemüse, Salaten oder Fisch. Klein und würzig ist das knusprige Mini-Brot auch der ideale Mittagssnack. , BLOCK HOUSE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55213-block-house-block-house-mini-brot-krauterbutter-ar/,https://bilder.kolonial.no/local_products/d769517c-8f35-4936-80b4-6c0b7f309ab2.jpg?auto=format&fit=max&w=1000&s=2899d35a057f01c3c4e69dd2b89b7803,1.70 g,6.80 g,2.90 g,38 g,10 g,17 g,1422 kJ / 340 kcal,,,"BLOCK HOUSE, 22339 Hamburg",Eier.,"Brot (WEIZENMEHL, Wasser, Backhefe, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Rapsöl, WEIZENMALZMEHL) (78%), Brotaufstrich Kräuterbutter Art (BUTTER (79%), Rapsöl (9%), Wasser, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Kräuter (1%), Knoblauch (1%), Gewürze, Zitronensaft) ",125 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Rümke Hähnchenfilet classic natur,"3,19€","Hähnchenbrustfilet, gebraten und gegart. , Rümke Spezialitäten GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42316-rumke-rumke-hahnchenfilet-classic-natur/,https://bilder.kolonial.no/local_products/cbb92b77-1aeb-493f-8a53-818193d82a58.jpg?auto=format&fit=max&w=667&s=e9cf177be104212d06cae39568a5df04,2 g,20 g,0.50 g,0.50 g,2 g,2 g,431 kJ / 103 kcal,,,"Rümke Spezialitäten GmbH, Am Hasenkamp 10-12, D-49201 Dissen a.T.W, Deutschland",,"Hähnchenbrustfleisch, Speisesalz, Zucker, Dextrose, Gewürzextrakte, Antioxidationsmittel: Natriumascorbat, Stabilisator: Natriumtriphosphat, Konservierungsstoff: Natriumnitrit, Rapsöl. Unter Schutzatmospäre verpackt. Kann Spuren von SELLERIE enthalten. ",150 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Hackfleisch gemischt,"3,99€"," , Westfalenland Fleischwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54212-gustopur-hackfleisch-gemischt/,https://bilder.kolonial.no/local_products/3a2f18fe-2db4-4f9a-b1c2-8c4031f217e8.jpg?auto=format&fit=max&w=1000&s=2bc5114d34be34c922c7fd2c62e747f7,0.13 g,18 g,0.50 g,0.50 g,6.30 g,18 g,972 kJ / 234 kcal,KühlproduktMuss zwischen 0-2 °C gelagert werden.,,"Westfalenland Fleischwaren GmbH, Hessenweg 2, 48157 Münster, Deutschland",,"50 % Schweinefleisch, 50 % Rindfleisch",500 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,Deutschland,"Stufe ① Stallhaltung*: Fleisch von Tieren, das mit dem roten Label der Stufe 1 gekennzeichnet ist, kommt aus Tierhaltung, die dem gesetzlichen Standard entspricht.",2 Tage,Frisch; vielseitig verwendbar.,,Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde unter Schutzatmosphäre SB-verpackt.,,,,,"Dieser Artikel enthält Fleisch aus unterschiedlichen Haltungsformen, gekennzeichnet wurde die niedrigere.",,,,,,,,,,,,,,,,,,,,
21,Bio Teres Major,"11,75€","Metzgerstück.

Verpackungshinweis: Der Artikel wurde Vakuumverpackt.
Verbrauchshinweis: Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden. , Biomanufaktur Havelland hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59592-biomanufaktur-havelland-bio-teres-major-1-stuck/,https://bilder.kolonial.no/local_products/dc8dbe03-b199-4402-a162-cf53299b1c29.jpg?auto=format&fit=max&w=943&s=e9ac3e3e9702edd199ceacd8560727a0,,,,,,,,KühlproduktMuss zwischen 1-7 °C gelagert werden.,Bio-Produkt,"Biomanufaktur Havelland, Havelring 17, 16727 Velten, Deutschland","Gluten, Eier, Sojabohnen, Milch, Nüssen, Sellerie, Senf.",Rind Teres Major ,ca. 300 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,,,3 Tage,"BIO WIE ES SEIN SOLL
Für uns ist Fleisch keine Ware, sondern reine Herzenssache.

Genuss, aber mit Verantwortung: mit der Natur und mit Handwerkskultur. Vorbildliche Bauern. Raffinierte Rezepturen. 
Über 350 Spezialitäten – in Bio-Spitzenqualität. Für alle, die Wert auf wirklich guten Geschmack legen.","Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kampsen Falafel Bällchen,"1,49€","Kampsen Falafel Bällchen aus Kichererbsen, Reis und Sojabohnen, gebraten. , Kampsen GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42806-kampsen-kampsen-falafel-ballchen/,https://bilder.kolonial.no/local_products/bea5c3bd-30be-48cb-bb1c-4731abe3c519.jpg?auto=format&fit=max&w=750&s=df024030b3685d2a377ea235e54163a9,1.08 g,8 g,3.80 g,3.80 g,17.20 g,17.20 g,291 kJ / 70 kcal,,,"Kampsen GmbH & Co. KG, Alter Emsteker Weg 19, 49661 Cloppenburg, Deutschland",,"Kichererbsen 43%, Reis, Rapsöl, Paniermehl (WEIZENMEHL, Wasser, Hefe, Salz), Edamame SOJABOHNEN, Zwiebeln, Gewürze, Erbsenfasern, WEIZENGLUTEN, Kartoffelstärke, Speissalz, Wasser, Dextrose. Unter Schutzatmosphäre verpackt. ",200 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Bio Tofu Gehacktes,"2,39€","Bio,
Vegan,
von Natur aus laktosefrei , Berief Food GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43481-berief-bio-tofu-gehacktes/,https://bilder.kolonial.no/local_products/29c8d763-69e0-4310-89d8-327dd1208288.jpg?auto=format&fit=max&w=922&s=c599cdcdedbfbab02264865967dd3d34,0.93 g,21 g,0.80 g,0.80 g,18 g,18 g,1111 kJ / 266 kcal,,Bio-Produkt,"Berief Food GmbH, Lebensweg 1, 59269 Beckum, Deutschland",,"Frittierter Tofu 94% (SOJABOHNEN*, Trinkwasser, Sonnenblumenöl*), GERSTENmalzextrakt*, Meersalz, geräucherter Tofu 1% (SOJABOHNEN*, Trinkwasser, Buchenholzrauch), Pfeffer*.
*aus kontrolliert biologischem Anbau ",180 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,,,,,,,,,,,,,Deutschland,,,,,,,,,,,,,,,,,,,
24,Sprehe Chicken Nuggets,"2,19€","Hähnchen Nuggets , Paul Daut GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44141-sprehe-sprehe-chicken-nuggets/,https://bilder.kolonial.no/local_products/a5b430d3-bf01-4240-b3fc-ab0e2981c55a.jpg?auto=format&fit=max&w=699&s=0a5f770077cc2b604f6b6678fc73ade1,1.50 g,12 g,0.70 g,15 g,3.50 g,17 g,1088 kJ / 261 kcal,,,"Paul Daut GmbH & Co. KG, Schmeerplatzweg 11, 33378 Rheda-Wiedenbrück, Deutschland",,"Hähnchenfleisch 56%, Hähnchenhaut, Panade (Paniermehl (WEIZENMEHL, Wasser, Sals, Gewürze, Hefe)), Nasspanade (Trinkwasser, mod. 
WEIZENSTÄRKE, WEIZENMEHL, Speisesalz, Verdickungsmittel: Guarkernmehl), pflanzliche Öle und Fette (Raps, Palm in veränderlichen Gewichtsanteilen), Speisesalz, Glukosesirup, Maltodextrin, Dextrose, Kartoffelstärke, Gewürze, Stabilisator: E450 ",200 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,,,5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Valess Gouda,"3,19€","Valess Gouda ist das perfekte Milch-Gedicht für alle Käse-Liebhaber. Der zart schmelzende, würzige Gouda (30% Fett i.Tr.) sowie die knusprige Panade machen Valess Gouda zu einem unvergesslichen Geschmackserlebnis für die ganze Familie. , Friesland Campina Germany GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43535-valess-valess-gouda/,https://bilder.kolonial.no/local_products/50875ecb-e1ef-4de3-bc5e-89a3eaa42962.jpg?auto=format&fit=max&w=773&s=8a49ad009e5c34e513fae259bbfc0684,1.20 g,14.30 g,1.10 g,1.10 g,10.70 g,10.70 g,920 kJ / 220 kcal,,,"Friesland Campina Germany GmbH, Wimpfener Str. 125, 74078 Heilbronn, Deutschland",,"50% MAGERMILCH, 15% Gouda mittelalt 30% Fett i. Tr. (MILCH, Kochsalz, Säuerungskultur, vegetarisches Lab, Farbstoff: Carotin), Paniermehl (WEIZEN), Sonnenblumenöl, WEIZENMEHL, texturiertes WEIZENEIWEIß, Verdickungsmittel (Calciumalginat, Methylcellulose), modifizierte WEIZENSTÄRKE, Stabilisatoren (Polyphosphat), Kaliumlactat), HÜHNEREI-EIWEIß*, HAFERSPELZFASER, Weinessig, Aroma (MILCH), Gewürze, Kochsalz, Eisendiphosphat. *EIER aus Freilandhaltung. Unter Schutzatmosphäre verpackt. ",90 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Niederlande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Rügenwalder Mühlen Frikadellen klassisch,"2,79€","Die Mühlen Frikadellen klassisch der Rügenwalder Mühle sind aus hochwertigem, magerem Fleisch hergestellt, fettfrei gebraten und locker in der Konsistenz. 
Wie alle Produkte von der Rügenwalder Mühle werden die Mühlen Frikadellen ohne Zusatz von Geschmacksverstärkern, gluten- und lactosefrei hergestellt und regelmäßig vom SGS Institut Fresenius kontrolliert. 

Im innovativen wieder verschließbaren Snackbecher sind Mühlen Frikadellen der ideale Snack für zwischendurch und unterwegs. , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44855-rugenwalder-muhlen-frikadellen-klassisch/,https://bilder.kolonial.no/local_products/05414eb9-628f-4f9d-8566-67e61ec98c3a.jpg?auto=format&fit=max&w=781&s=b0af685dbeba92cf7e3daf7f480c6764,1.90 g,16 g,1.60 g,4.40 g,8.20 g,21 g,1124 kJ / 271 kcal,,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland",,"86% Schweinefleisch, Zwiebeln, VOLLEI, Erbsenmehl, Paniermehl (glutenfreie WEIZENSTÄRKE, Wasser, Zucker, Rapsöl, Kochsalz, Hefe,
Flohsamenschalen, Verdickungsmittel: Xanthan, Oligofruktose, Karamell, Maltodextrin), Kochsalz, Gewürze, Zucker, Traubenzucker. ",165 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,,,,,,,,,2.80 g,2.80 g,10 g,,,,,,,,,,,,,,,,,,,,,
27,Rügenwalder Vegane Mühlen Schnitzel klassisch,"3,19€","Vegane Mühlen Schnitzel 180g SB , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43875-rugenwalder-muhle-rugenwalder-vegane-muhlen-schnit/,https://bilder.kolonial.no/local_products/677d8359-4001-40a6-ae1c-ad9661b9c81f.jpg?auto=format&fit=max&w=1000&s=b958d7641712851a4646249271578d9c,1.90 g,14 g,0.60 g,11 g,0.90 g,10 g,846 kJ / 203 kcal,,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland",,"Trinkwasser, WEIZENMEHL, 11% SOJAPROTEIN, Rapsöl, WEIZENGLUTEN, HAFERFASERN, Kochsalz, Verdickungsmittel: Methylcellulose, Maismehl, natürliches Aroma, WEIZENSTÄRKE, Branntweinessig, Gewürze, Zucker, Flohsamenschalen, Hefe. ",180 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,,,,,,,,,10 g,3.10 g,7 g,,Deutschland,6.40 g,7.70 g,,,,,,,,,,,,,,,,,
