,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Eigenschaften,Lieferant,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Hinweis,Kann Spuren enthalten von ,Frischegarantie (mindestens),Ursprungsregion,Lagerung,Natrium,Ursprungsland,Inverkehrbringer,Beschreibung,Size,Delivery days,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Schär anzeigen,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Barilla anzeigen,Abtropfgewicht,Füllmenge,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Produktgewicht,Bruttogewicht,FAO-Gebiet Bezeichnung,Drained weight,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Del Monte anzeigen,Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,davon Polyole,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Nestlé anzeigen,Einfach ungesättigte Fettsäuren,Informationen zum Angebot,mehrfach ungesättigte Fettsäuren,Alkoholgehalt,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Toblerone anzeigen,.,,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Gille anzeigen,davon Stärke,Zubereitungsempfehlung (gekühltes Produkt),Zubereitungshinweis,Zubereitungsempfehlung,Freshness guarantee,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Alpro anzeigen,Pfand,Storage,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Ben & Jerry's anzeigen
10,Mehrkornbrot,"2,49€"," , Oda Germany GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56948-oda-bakery-mehrkornbrot/,https://bilder.kolonial.no/local_products/b8dfe62c-fd9a-43c1-822c-77b300b7a364.jpg?auto=format&fit=max&w=1000&s=91778e2e5432fbf053310bf60cd8bfb7,1.18 g,7.90 g,8.50 g,0.70 g,34.70 g,0.50 g,4.70 g,966 kJ / 230 kcal,,"Oda Germany GmbH, Zeughofstraße 1f, 10997 Berlin, Deutschland","Wasser, 20 % Natursauerteig (59 % ROGGENMEHL, Wasser), 20 % WEIZENMEHL, 15 % ROGGENMEHL 5 % HAFERFLOCKEN, 3 % Sonnenblumenkerne, ROGGENSCHROT, 2 % Leinsamen, Hefe, Salz, WEIZENGLUTEN, Verdickungsmittel Guarkernmehl, GERSTENÖSTMALZ. Das Produkt kann Spuren von SESAM und SCHALENFRÜCHTEN enthalten. ",500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Frisch aus dem Ofen,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Schokocreme Brötchen,"1,99€"," , Oda Germany GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56950-oda-backerei-schokocreme-brotchen/,https://bilder.kolonial.no/local_products/47f8200a-7d91-48f7-abf2-d0603cc4c213.jpg?auto=format&fit=max&w=1000&s=5dcc07ef13a4d6c20ca11ab436646ace,1 g,7.50 g,3 g,13.20 g,48.20 g,10 g,18.80 g,1667 kJ / 398 kcal,,"Oda Germany GmbH, Zeughofstraße 1f, 10997 Berlin, Deutschland","WEIZENMEHL, Wasser, 13% Butter (MILCH), Zucker, Schokocreme (Zucker, Palmfett, fettarmer Kakao, HASELNÜSSE, 5% Vollmilchschokolade (Zucker, VOLLMILCHPULVER, Kakaobutter, Kakaomasse), modifizierte Stärke, MANDELN, Emulgator SOJALECITHINE), modifizierte Stärke, Hefe, pasteurisiertes VOLLEI, VOLLMILCHPULVER, Salz, SÜSSMOLKENPULVER, WEIZENGLUTEN, Palmöl, WEIZENSTÄRKE, HÜHNEREIEIWEISSPULVER, Verdickungsmittel Natriumalginat, Traubenzucker, Glukosesirup, natürliches Aroma, WEIZENQUELLMEHL, Maisquellmehl, WEIZENMALZMEHL, Mehlbehandlungsmittel (Enzyme (Amylasen, Hemicellulasen), Ascorbinsäure), MILCHPROTEIN, Farbstoffe (Carotine, Riboflavin). ",190 Gramm,täglich,"Brot, Backwaren & Aufstriche",Frisch aus dem Ofen,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Berliner mit Mehrfruchtfüllung, gepudert","1,99€"," , Oda Germany GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56951-oda-backerei-berliner-mit-mehrfruchtfullung-gepude/,https://bilder.kolonial.no/local_products/4bfa25d1-3b89-4f86-b239-657aa1cb5018.jpg?auto=format&fit=max&w=1000&s=bc12795715a79c1b64151a6ce3275812,0.70 g,7.20 g,,14.10 g,46.80 g,7.20 g,16.40 g,1542 kJ / 368 kcal,,"Oda Germany GmbH, Zeughofstraße 1f, 10997 Berlin, Deutschland","WEIZENMEHL, 15% Mehrfruchtkonfitüre (Zucker, 35% Früchte* in veränderlichen Gewichtsanteilen (Äpfel, Erdbeeren, Himbeeren, Sauerkirschen), Glukosesirup, Wasser, Geliermittel Pektin, Säuerungsmittel Citronensäure; Festigungsmittel Calciumcitrate), Palmfett, pasteurisiertes VOLLEI, Hefe, 3% Dekorzucker (Traubenzucker, WEIZENSTÄRKE, Palmfett), Rapsöl, Wasser, Zucker, Süßmolkenpulver (MILCH), Salz, Emulgator Mono- und Diglyceride von Speisefettsäuren, Traubenzucker, HÜHNEREIEIWEISSPULVER. Das Produkt kann Spuren von Soja, Schalenfrüchten und Sesam enthalten. *Entspricht 5% Obst im Endprodukt. ",195 Gramm,täglich,"Brot, Backwaren & Aufstriche",Frisch aus dem Ofen,oda,Dieses Produkt wird aufgetaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Filly Berry Donut,"1,99€"," , Oda Germany GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56952-oda-backerei-filly-berry-donut/,https://bilder.kolonial.no/local_products/6675489a-f1da-4b42-bad0-a7e05b71fedd.jpg?auto=format&fit=max&w=1000&s=19050c4f31178cdf784b18e7b57a582f,0.60 g,4.90 g,,18 g,44 g,8.80 g,16 g,1450 kJ / 346 kcal,,"Oda Germany GmbH, Zeughofstraße 1f, 10997 Berlin, Deutschland","WEIZENMEHL, Waldbeerenfüllung 22,1% (Zucker, 16% Erdbeeren, 13% Blaubeeren, 12% Brombeeren, Wasser, 9% Himbeeren, modifizierte Stärke, Geliermittel Pektin, Säureregulator Citronensäure, Aroma, Konservierungsstoff Kaliumsorbat), Wasser, Palmöl, 7,4% Glasur (Zucker, pflanzliche Fette und Öle (Palmkernfett, Palmfett, Kokosöl), Emulgator Lecithine, färbende Pflanzenextrakte (Radieschen, Rote-Bete-Extrakt), Spirulinakonzentrat), 4,4% Waldbeerenstückchen (28,6% Früchte in veränderlichen Gewichtsanteilen (schwarze Johannisbeeren, Erdbeeren, Himbeeren), Zucker, WEIZENMEHL, Sonnenblumenöl), Margarine (Palmfett, Rapsöl, Wasser, Zitronensaft), Zucker, Hefe, Salz, Backtriebmittel (Kaliumtratrate, Natriumcarbonate), WEIZENGLUTEN, Traubenzucker, Mehlbehandlungsmittel Ascorbinsäure. Das Produkt kann Spuren von Milch, Schalenfrüchten enthalten. ",136 Gramm,täglich,"Brot, Backwaren & Aufstriche",Frisch aus dem Ofen,oda,Dieses Produkt wird aufgetaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Filly Chocolate Cream Donut,"1,99€"," , Oda Germany GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56953-oda-backerei-filly-chocolate-cream-donut/,https://bilder.kolonial.no/local_products/9aaffda2-e306-463f-bd2a-96f5d6e51ac8.jpg?auto=format&fit=max&w=1000&s=90aec1d644fbe23c48f8d4a45240c6b9,0.80 g,5.20 g,,23 g,50 g,10 g,22 g,1789 kJ / 428 kcal,,"Oda Germany GmbH, Zeughofstraße 1f, 10997 Berlin, Deutschland","WEIZENMEHL, 20% Kakaocreme (Zucker, pflanzliche Öle (Sonnenblume, Palm), fettarmer Kakao, MAGERMILCHPULVER, 4% Schokolade (Zucker, Kakaomasse, Kakaobutter), Emulgator Lecithine), Wasser, 9% kakaohaltige Fettglasur (Zucker, pflanzliche Fette (Palmkern, Palm), fettarmer Kakao, Emulgator Lecithine), Palmöl, 5% Milchschokoladenstreusel (Zucker, Kakaomasse, VOLLMILCHPULVER, fettarmes Kakaopulver, Kakaobutter, Emulgator Lecithine), Margarine (Palmfett, Wasser, Rapsöl, Zitronensaft), Zucker, Hefe, Salz, Emulgatoren (Mono und Diglyceride von Speisefettsäuren, Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren, Natriumstearoyl-2-lactylat), WEIZENGLUTEN, Backtriebmittel (Natriumcarbonate, Diphosphate), Traubenzucker, Stabilisator Guarkernmehl, Süßmolkenpulver (MILCH), LAKTOSE, Mehlbehandlungsmittel Ascorbinsäure. Das Produkt kann Spuren von Schalenfrüchten enthalten. ",154 Gramm,täglich,"Brot, Backwaren & Aufstriche",Frisch aus dem Ofen,oda,Dieses Produkt wird aufgetaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Buttercroissant,"1,99€"," , Oda Germany GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56955-oda-backerei-buttercroissant/,https://bilder.kolonial.no/local_products/e5424b99-2dfa-4ec3-837c-69a8dc590d62.jpg?auto=format&fit=max&w=1000&s=4fc95b33a95a33ea0eba046861267708,1.10 g,8.50 g,2.60 g,4.60 g,44 g,10.60 g,17.80 g,1572 kJ / 375 kcal,,"Oda Germany GmbH, Zeughofstraße 1f, 10997 Berlin, Deutschland","WEIZENMEHL, Wasser, 17 % Butter (MILCH), Zucker, Hefe, WEIZENGLUTEN, Salz, VOLLMILCHPULVER, Emulgatoren (Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren, Mono- und Diglyceride von Speisefettsäuren), MILCHPROTEIN, LAKTOSE, Traubenzucker, MAGERMILCHPULVER, Pflanzenfasern (Citrus), Mehlbehandlungsmittel (Ascorbinsäure, Enzyme (Amylasen, Xylanasen, Transglutaminasen)), Stabilisatoren (Carboxymethylcellulose, Xanthan). Das Produkt kann Spuren von Ei, Schalenfrüchten, Soja und Sesam enthalten. ",180 Gramm,täglich,"Brot, Backwaren & Aufstriche",Frisch aus dem Ofen,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Märkisches Landbrot demeter Roggenbrot,"5,49€","Ein deftiges Vollkornbrot aus hunder Prozent Roggenvollkornschrot mit leicht malzig-karamelligem Charakter. Das Interessante an diesem Brot mit der kräftigen Kruste und saftigen Krume ist die süßliche Note, die es durch den würzigen Roggen und die lange Backzeit erhält. , Märkisches Landbrot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56914-markisches-landbrot-markisches-landbrot-demeter-ro/,https://bilder.kolonial.no/local_products/5d9ad358-22fd-4346-8331-9a7427f8150d.jpg?auto=format&fit=max&w=450&s=b0331f883b032133b14be463da5741cb,1.40 g,6.20 g,9 g,0.60 g,40 g,0.20 g,1.10 g,896 kJ / 215 kcal,Bio-Produkt,"Märkisches Landbrot GmbH, Bergiusstraße 36, 12057 Berlin, Deutschland","ROGGEN-Sauerteig** (Lebensmittelwasser, ROGGENVOLLKORNSCHROT**, Sauerteigkulturen*), ROGGENVOLLKORNSCHROT**, ROGGEVOLLKORNSCHROT** gebrüht, Lebensmittelwasser, Steinsalz. Deko: ROGGENVOLLKORNSCHROT**

Getreideanteil: 100% ROGGENVOLLKORNSCHROT**
QUID: 62% ROGGEN**
*aus kontrolliert ökologischer Erzeugung, **aus biodynamischer Erzeugung ",1000 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Märkisches Landbrot demeter Dinkel hell,"3,69€","Ein leichtes, mildes Bio-Hefebrot mit einer besonders aromatisch krossen Kruste und soften Krume, das sich durch eine lange Teigführung auszeichnet. Dieses Brot eignet sich bestens für süße und herzhafte Aufstriche sowie als Beilage zu Salaten, Suppen oder deftigen Speisen. , Märkisches Landbrot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56915-markisches-landbrot-markisches-landbrot-demeter-di/,https://bilder.kolonial.no/local_products/d36cd94f-22e4-40a4-9098-f7e4895792b0.jpg?auto=format&fit=max&w=450&s=f2ab9412b172d8be55e106914b09be14,1.40 g,8.40 g,2.90 g,0.50 g,42 g,0.10 g,0.80 g,918 kJ / 220 kcal,Bio-Produkt,"Märkisches Landbrot GmbH, Bergiusstraße 36, 12057 Berlin, Deutschland","DINKELMEHL Typ 630**, Lebensmittelwasser, DINKELMEHL Typ 630** gebrüht, DINKELVOLLKORNSCHROT**, DINKEL-Backferment** [Lebensmittelwasser, DINKELMEHL Typ 630**, Backferment* [Maismehl*, Erbsenmehl*, Blütenhonig*], Honig*], , Hefe*, Steinsalz
Deko: DINKELMEHL Type 630**
Getreideanteile: 90 % DINKELMEHL Typ 630**, 10 % DINKELVOLLKORNSCHROT**
QUID: 80 % DINKEL**
*aus kontrolliert ökologischer Erzeugung, **aus biodynamischer Erzeugung ",375 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Märkisches Landbrot demeter Möhre-Walnussbrot,"4,99€","Frisch geraspelte Möhre geben diesem sehr saftigen Vollkornbrot seine leicht fruchtige Süße. Ein besonders anspruchsvolles Brot mit weicher Krume, dem Walnüsse und Hirse einen krossen Biss verleihen. Gewälzt in einer reichhaltigen Saatendeko ist es ein rundum gelungenes Kraftpaket. , Märkisches Landbrot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56916-markisches-landbrot-markisches-landbrot-demeter-mo/,https://bilder.kolonial.no/local_products/dbe36b0d-4c12-4190-9e94-a810159cdcc2.jpg?auto=format&fit=max&w=300&s=54cb410b5bc81842819a4093cb1bd4bd,1.20 g,6.50 g,7.70 g,2 g,34 g,0.40 g,3 g,863 kJ / 206 kcal,Bio-Produkt,"Märkisches Landbrot GmbH, Bergiusstraße 36, 12057 Berlin, Deutschland","ROGGEN-Sauerteig** (Lebensmittelwasser, ROGGENVOLLKORNSCHROT**, Sauerteigkulturen*), WEIZENVOLLKORNSCHROT**, Lebensmittelwasser, frische Möhren**, Hirse* gebrüht, WALNÜSSE* geröstet, Möhrenflocken*, Steinsalz.
Deko: Leinsamen**, Mohn*, SESAM**, Sonnenblumenkerne**, ROGGENFLOCKEN**

Getreideanteil: 60% WEIZENVOLLKORNSCHROT**, 35% ROGGENVOLLKORNSCHROT**, 5% Hirse*
QUID: 18% Möhren**, 2% Walnüsse*
*aus kontrolliert ökologischer Erzeugung, **aus biodynamischer Erzeugung ",750 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Märkisches Landbrot demeter Märkische Kruste,"5,99€","Das rustikale Brot wurde nach alter handwerklicher Tradition direkt auf der Steinplatte gebacken. Die ausgesprochen lange Teigführung von ca. 17 Stunden macht das Mischbrot leicht und besonders schmackhaft. Die Röstaromen der ausgeprägten Kruste sowie die milde Säure unterstreichen den Charakter und machen die Märkische Kruste zu einem Genuss für jeden Anlass. , Märkisches Landbrot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56918-markisches-landbrot-markisches-landbrot-demeter-ma/,https://bilder.kolonial.no/local_products/4c1de063-9f8d-42f0-8496-d037d45c7b25.jpg?auto=format&fit=max&w=450&s=359a033de892419f5c0f9b199e5ed101,1.40 g,6.70 g,4.70 g,1.70 g,42 g,0.20 g,1 g,881 kJ / 210 kcal,Bio-Produkt,"Märkisches Landbrot GmbH, Bergiusstraße 36, 12057 Berlin, Deutschland","ROGGENSAUERTEIG** (Lebensmittelwasser, ROGGENMEHL Type 1150**, ROGGENVOLLKORNSCHROT**, Sauerteigkulturen*), WEIZENMEHL Typ 1050**, Lebensmittelwasser, ROGGEN** gequetscht und gekocht, ROGGENMEHL Typ 1150**, RÖSTBROT**, Steinsalz.
Deko: ROGGENMEHL Typ 1150**

Getreidebestandteile: 50% WEIZENMEHL Typ 1050**, 34% ROGGENMEHL Typ 1150**, 16% ROGGENVOLLKORNSCHROT**
*aus kontrolliert ökologischer Erzeugung, **aus biodynamischer Erzeugung ",1000 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Märkisches Landbrot demeter Sonnenblumenbrot geschnitten,"3,49€","Ein reichhaltiges Vollkornbrot, das mit dem intensiven Aroma der röstig-nussigen Sonneblumenkerne innen und außen verführt. Die grobkörnig lockere Krume mit kernigem Biss hat eine aromatisch säuerliche Note - die glatte mittlere Kruste ist in Sonnenblumenkernen gewälzt. , Märkisches Landbrot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56919-markisches-landbrot-markisches-landbrot-demeter-so/,https://bilder.kolonial.no/local_products/7bd11a4c-4e18-458a-8ead-2fd14109ea1f.jpg?auto=format&fit=max&w=715&s=634f7367f9b45d6d5f2cea53e5ccb2fc,1.30 g,0.70 g,8 g,1.80 g,35 g,0.30 g,2 g,847 kJ / 203 kcal,,"Märkisches Landbrot GmbH, Bergiusstraße 36, 12057 Berlin, Deutschland","ROGGEN-Sauerteig** (Lebensmittelwasser, ROGGENVOLLKORNSCHROT**, Sauerteigkulturen*), WEIZENVOLLKORNSCHROT**, Lebensmittelwasser, ROGGENVOLLKORNSCHROT**, RÖSTBROT**, Sonnenblumenkerne* geröstet, ROGGEN** gekocht, Steinsalz. 
Deko: Sonnenblumenkerne**

Getreideanteil: 60% ROGGENVOLLKORNSCHROT**, 40% WEIZENVOLLKORNSCHROT**
QUID: 6 % Sonnenblumenkerne ",500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,"Milch, Nüssen, Sellerie, Sesamsamen, Lupine.",5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Märkisches Landbrot demeter Vierschrotbrot Scheiben,"3,49€","Das wunderbar ausgewogene Vollkornbrot aus viererlei Getreide frohlockt mit besonders mildem Aroma. Die feine saftige Krume mit der kräftig dunklen Kruste, in goldgelbem Haferschrot gewälzt, begeistert die Sinne. , Märkisches Landbrot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56920-markisches-landbrot-markisches-landbrot-demeter-vi/,https://bilder.kolonial.no/local_products/63fe7609-4046-497b-a4c3-54985a7e9758.jpg?auto=format&fit=max&w=729&s=de25d3d9fe72b4000f5ed93de45691b3,1.30 g,7.10 g,7.40 g,0.50 g,36 g,0.30 g,1.50 g,850 kJ / 204 kcal,,"Märkisches Landbrot GmbH, Bergiusstraße 36, 12057 Berlin, Deutschland","ROGGEN-Backferment** (Lebensmittelwasser, ROGGENVOLLKORNSCHROT**, Backferment* [Maismehl*, Erbsenmehl*, Blütenhonig*], Honig**), Lebensmittelwasser, WEIZENVOLLKORNSCHROT**, DINKELVOLLKORNSCHROT**, HAFER** gekocht, RÖSTBROT** (Lebensmittelwasser, ROGGENVOLLKORNSCHROT**, DINKELVOLLKORNSCHROT**, WEIZENVOLLKORNSCHROT**, GERSTENVOLLKORNSCHROT**, Steinsalz, Sauerteigkulturen*, Sonnenblumenkerne*), HAFERVOLLKORNSCHROT**, Steinsalz.
Deko: HAFERVOLLKORNSCHROT**.

Getreideanteile: 35% WEIZENVOLLKORN**, 35% ROGGENVOLLKORN**, 15% HAFERVOLLKORN**, 15% DINKELVOLLKORN**
QUID: 24% ROGGEN, 20% WEIZEN, 9% DINKEL, 9% HAFER ",500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,"Gluten, Milch, Sesamsamen.",5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Harry Anno 1688 rustikal,"2,29€","Anno 1688 rustikal 500g , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56960-harry-harry-anno-1688-rustikal/,https://bilder.kolonial.no/local_products/7a8dc439-f6e2-4ae5-bc5e-308b3d27aed9.jpg?auto=format&fit=max&w=629&s=56e2c2f688537b6275af9cf30fb6bf20,1.25 g,6.60 g,6.50 g,3.20 g,43 g,0.20 g,1 g,932 kJ / 220 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","WEIZENmehl, Natursauerteig (Wasser, ROGGENvollkornmehl, ROGGENmehl, WEIZENmehl), ROGGENmehl, Wasser, Salz, Hefe, ROGGENmalzmehl, Säureregulator Natriumacetate. Kann Spuren von SESAM enthalten. ",500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,Sesamsamen.,4 Tage,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Harry Anno 1688 Dinkel,"2,39€","Helles Dinkelmehlbrot aus 100%
Dinkel mit saftig-weichen, dicken
Scheiben. Großporig, fein, aromatisch. Mit stark ausgebackener Kruste für dinkeltypischen Geschmack. , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56961-harry-harry-anno-1688-dinkel/,https://bilder.kolonial.no/local_products/3673c5f6-06e8-4feb-ae4f-4a4e602ce4cf.jpg?auto=format&fit=max&w=629&s=318108408cb8a3a3f83797c6f194014d,1.20 g,9.70 g,3.90 g,1.60 g,46 g,0.30 g,3.50 g,1108 kJ / 262 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","DINKELmehl ¹, Wasser, Natursauerteig (Wasser, DINKELmehl ¹), Hefe, Rapsöl, Invertzuckersirup, Salz, Säureregulator Natriumacetate. ¹eine WEIZENart
Kann Spuren von SESAM enthalten. ",450 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,Sesamsamen.,4 Tage,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Harry 1688 Steinofenbrot,"1,89€","1688 Steinofenbrot 500g , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56963-harry-harry-1688-steinofenbrot/,https://bilder.kolonial.no/local_products/221f982b-fc91-4782-b14a-e44beb7e40d3.jpg?auto=format&fit=max&w=786&s=caefb26b536a07901d28f71844de8079,1 g,7.10 g,5.20 g,1.70 g,42 g,0.30 g,1.50 g,932 kJ / 220 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","WEIZENmehl, Natursauerteig (Wasser, ROGGENvollkornmehl, ROGGENmehl, WEIZENmehl), Wasser, ROGGENmehl, Salz, Hefe, ROGGENmalzmehl, Säureregulator Natriumacetate. 
Kann Spuren von SESAM enthalten. ",500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,Sesamsamen.,4 Tage,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Harry 1688 Unser Mildes,"1,89€","1688 Unser Mildes 500g , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56965-harry-harry-1688-unser-mildes/,https://bilder.kolonial.no/local_products/2b3bdffe-163a-4771-888d-0e9c00775eab.jpg?auto=format&fit=max&w=786&s=7d688eb67d8ffc47c28edd3cee053569,1 g,7.50 g,3.80 g,2.90 g,45 g,0.30 g,2.70 g,1023 kJ / 242 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","WEIZENmehl, Wasser, Natursauerteig (Wasser, ROGGENvollkornmehl, ROGGENmehl), ROGGENmehl, Salz, Hefe, Rapsöl, Invertzuckersirup, Emulgator Mono- und Diglyceride von Speisefettsäuren¹, Säureregulator Natriumacetate. ¹pflanzlicher Ursprung
Kann Spuren von SESAM enthalten. ",500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,Sesamsamen.,4 Tage,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Harry Vital & Fit,"1,89€","Malzmehrkornbrot 500g , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56964-harry-harry-vital-fit/,https://bilder.kolonial.no/local_products/a38cff4b-311e-4f05-8252-80d7073417c3.jpg?auto=format&fit=max&w=798&s=bf8c4d30f37b9a3dfab75d31e7a1b6e3,1 g,7.70 g,6.90 g,2.30 g,38 g,0.80 g,4.90 g,1013 kJ / 241 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","Mehl (WEIZEN, ROGGEN), Wasser, Natursauerteig (Wasser, ROGGENvollkornmehl, ROGGENmehl), Leinsamen 4,3 %, GERSTENflocken, Sonnenblumenkerne 3,5 %, HAFERflocken, Malzextrakt (GERSTENmalz, Wasser), Salz, ROGGENflocken, Hefe, Karamellsirup, Invertzuckersirup, Emulgator Mono- und Diglyceride von Speisefettsäuren¹ , Säureregulator Natriumacetate. ¹ pflanzlicher Ursprung
Kann Spuren von SESAM enthalten. ",500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,Sesamsamen.,4 Tage,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Harry Vital+Dinkel Vollkorn,"1,89€","Vollkornbrot aus Dinkel in neuer
runder Form. Weich und kernig durch 6% Sonnenblumenkerne, leicht nussig, ein Genuss und leckerer Sattmacher.

Ballaststoffreich,
Quelle von Magnesium. , Harry-Brot GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/56966-harry-harry-vital-dinkel-vollkorn/,https://bilder.kolonial.no/local_products/83bb5c8e-e35a-4d53-86ab-bba012ab8f00.jpg?auto=format&fit=max&w=733&s=337b87e4bbeb7273d64745823ff29412,1 g,9.50 g,6.20 g,2.70 g,36 g,0.60 g,5.50 g,1027 kJ / 244 kcal,,"Harry-Brot GmbH, 22859 Schenefeld","Natursauerteig (DINKELvollkornmehl¹, Wasser), Wasser, DINKELvollkornmehl¹, gepuffter DINKEL¹, Sonnenblumenkerne 6 %, DINKELflocken¹, DINKELvollkornschrot, Invertzuckersirup, Salz, DINKELmehl¹, Hefe. ¹ eine WEIZENart. Kann Spuren von SESAM enthalten. ",300 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brot,oda,,Sesamsamen.,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
