,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,protein,fiber,Sugar,carbohydrates,Fat,calorific value,Characteristics,supplier,May contain traces of,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,region of origin,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,Fett,Brennwert,Eigenschaften,Lieferant,Kann Spuren enthalten von ,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,hereof: saturated fatty acids,Size,Delivery days,Product InformationThe supplier has not provided us with detailed information about this product.View all Barilla products,davon gesättigte Fettsäuren,Ursprungsregion,country of origin,Ursprungsland,sodium,Description,drained weight,capacity,Abtropfgewicht,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Freshness guarantee (minimum)
225,BIO COMPANY Organic white giant beans,€1.29,"The white giant beans are a wonderfully hearty ingredient in stews or salads. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52462-bio-company-bio-company-bio-weisse-riesenbohnen/,https://bilder.kolonial.no/local_products/75654069-ee94-4ded-9808-a29807169183.jpg?auto=format&fit=max&w=450&s=0f5a273a7fb4fffa0a5e839512a75469,0.04g,4.30g,4.80g,0g,9.10g,0.50g,285kJ / 68kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,"White beans* (60%), water",400 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,,,,,,,,,,,240 grams,,,,,,,,
226,BIO COMPANY Organic white beans,€1.29,"The white beans are ideal for a wide variety of dishes, such as pasta and beans, but also for soups, salads or stews. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52464-bio-company-bio-company-bio-weisse-bohnen/,https://bilder.kolonial.no/local_products/000b1365-322c-40d8-b9c9-839246b07513.jpg?auto=format&fit=max&w=450&s=29de3d75c06f143f975dc9b0f1de32a8,0.05g,7.90g,4.80g,1.20g,17g,0.70g,319kJ / 76kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,"white beans*, water",400 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,,,,,,,,,,,240 grams,,,,,,,,
227,BIO COMPANY Organic lentils,€1.29,"Non-salted and gently pre-cooked lentils, perfect for the quick preparation of soups and stews, salads, vegetable pans, burgers or side dishes. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52621-bio-company-bio-company-bio-linsen/,https://bilder.kolonial.no/local_products/b0f1f0b0-aeb4-48db-9c37-bbde87c9da0d.jpg?auto=format&fit=max&w=450&s=ab4b9f940e4a29c5fa9898bada9be7be,0.08g,4g,4g,0g,6.80g,0.30g,227kJ / 54kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,"lentils*, water",400 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,,,,,,,,,,,240 grams,,,,,,,,
228,BIO COMPANY Organic Kidney Beans,€1.29,"The delicate kidney beans from Mexican cuisine are particularly well-known for their red color and distinctive taste. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52655-bio-company-bio-company-bio-kidneybohnen/,https://bilder.kolonial.no/local_products/0a82e416-0254-445d-86bc-85db25f58640.jpg?auto=format&fit=max&w=450&s=64f5a77163aabd7ae18e0fd012e4d34f,0.05g,4.40g,5.80g,0g,5.30g,0.30g,222kJ / 53kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,"Red kidney beans* (60%), water",400 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,,,,,,,,,,,240 grams,,,,,,,,
229,BIO COMPANY Organic Black Beans,€1.29,"Black beans are ideal for the preparation of cold and warm dishes and are a pleasure as an ingredient in salads, stews, chilies, rice and pasta dishes and wraps. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52518-bio-company-bio-company-bio-schwarze-bohnen/,https://bilder.kolonial.no/local_products/58623611-6e22-4e68-bb53-2ad2395a9f88.jpg?auto=format&fit=max&w=450&s=7b3f3b8289943e2278d4931dc7580887,0.05g,7.90g,7.80g,1.20g,17g,0.70g,425kJ / 102kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,"black beans*, water",400 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,,,,,,,,,,,240 grams,,,,,,,,
230,Campo Verde demeter organic white beans,€2.49,"white beans in a jar , Campo Verde GmbH has provided the above information.",https://oda.com//de/products/50168-cv-demeter-campo-verde-demeter-bio-weisse-bohnen/,https://bilder.kolonial.no/local_products/11f6b21e-8588-4b71-99be-13a2d66921f5.jpg?auto=format&fit=max&w=767&s=2639ed37c2a881082c83b45746afbded,0.76g,5.40g,6.40g,2.70g,18.50g,0.40g,360kJ / 86kcal,organic product,"Campo Verde GmbH, Daisendorferstr. 6, 88690 Uhldingen-Mühlhofen, Germany",,"White Beans, Water, Sea Salt.",350 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.10g,,,,,,,,,,,,,,,,,,
231,HAK white beans,€1.29,"White beans are a natural source of fiber and protein and a great substitute for a meat or egg dish. They are also ideal as a basis for a tasty recipe, such as a soup. , HAK-foodeko GmbH has provided the above information.",https://oda.com//de/products/45969-hak-hak-weisse-bohnen/,https://bilder.kolonial.no/local_products/5d4e6d35-451d-4578-ba93-f20e69f967c6.jpg?auto=format&fit=max&w=721&s=42a6665e541a706dfbe7508125a3591b,0.30g,8g,,1.40g,1.40g,0.90g,526kJ / 126kcal,,"HAKfoodeko GmbH, Hormesfeld 9b, 41748 Viersen, Germany",,"Big beans, water, salt.",360 grams,daily,"pasta, rice and cereals",legumes,oda,Netherlands,,,,,,,,,,,,,,0.90g,,,,,,,,,,255 grams,360ml,,,,,,,
232,HAK Linsen im Standbeutel,"2,29€","Für die Produkte von HAK werden die besten Hülsenfrüchte ausgewählt. Das gilt auch für die Linsen. Die Linsen werden im Beutel sorgfältig gar gedämpft. Dank der speziellen Zubereitungsweise bewahren die Linsen ihren vollen Geschmack und einen herzhaften Biss. , HAK- foodeko GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44139-hak-hak-linsen-im-standbeutel/,https://bilder.kolonial.no/local_products/010b8cc1-c56c-46d6-9c80-3a24b177ca47.jpg?auto=format&fit=max&w=751&s=d582487243b6c9c2ceb63d3b73976228,,,,,,,,,,,,,,"pasta, rice and cereals",legumes,oda,,0.29 g,7 g,,0.30 g,0.30 g,0.50 g,431 kJ / 103 kcal,,"HAK- foodeko GmbH, Hormesfeld 9b, 41748 Viersen, Deutschland",,"Linsen, Wasser, Meersalz. Kann Spuren von WEIZEN und GERSTE enthalten. ",205 Gramm,täglich,,,,,0.50 g,,,,,,,,,,,,,,
233,Bonduelle green beans are tender and extra fine,€1.85,"The tender vegetables are harvested young, carefully selected and processed freshly harvested. Of course, from controlled cultivation and high-quality seeds. Without preservative substances. , BONDUELLE SAS has provided the above information.",https://oda.com//de/products/47684-bonduelle-bonduelle-grune-bohnen-zart-und-extra-fe/,https://bilder.kolonial.no/local_products/160248d6-1702-4155-9c93-22c9451d95cb.png?auto=format&fit=max&w=583&s=9c9abe81581243e999f383d548e93bd3,0.57g,1.60g,,0.50g,0.50g,0.20g,106kJ / 25kcal,,BONDUELLE SAS,,"Green Beans, Water, Salt.",400 milliliters,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.20g,,,,,,,,,,220 grams,,,,,,,,
234,Bonduelle lenses,€1.69,"The classic in the kitchen You love lentils, but don't like the long soaking and cooking times? Now you can create filling dishes in no time. Depending on your taste, a hearty stew or a Mediterranean salad. The ancient Egyptians already appreciated the versatile lenses. Without preservatives, naturally rich in protein. , BONDUELLE SAS has provided the above information.",https://oda.com//de/products/46298-bonduelle-bonduelle-linsen/,https://bilder.kolonial.no/local_products/9ba9a54a-8340-4bdc-99a6-dbfb9dfb5ee4.jpg?auto=format&fit=max&w=786&s=29354a89865f0df56b99da9f0c9ea61e,0.55g,6g,,0.60g,0.60g,0.50g,355kJ / 85kcal,,BONDUELLE SAS,,"Water, Lentils, Salt.",400 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.50g,,,,,,,,,,265 grams,,,,,,,,
235,Bonduelle chickpeas,€1.69,"Bonduelle offers you canned chickpeas of excellent quality. The fine chickpeas are vacuum-packed, they go well with meat and fish specialties and are also delicious on salads and the like. The chickpeas from Bonduelle are available in a 425 ml can. , BONDUELLE SAS has provided the above information.",https://oda.com//de/products/45363-bonduelle-bonduelle-kichererbsen/,https://bilder.kolonial.no/local_products/c0666c37-51fa-4ec8-aecf-209c29389485.webp?auto=format&fit=max&w=400&s=7a7c4b56dd0af0a5b5fcc75f6471a4e6,0.30g,6.40g,7.70g,0g,0g,2.20g,502kJ / 120kcal,,BONDUELLE SAS,,"Chickpeas, Water, Salt.",310 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,2.20g,,,,,,,,,,265 grams,,,,,,,,
236,Bonduelle green beans tender and fine,€2.29,"Green beans, very fine. Best tender vegetables without genetic engineering! From the selection of the seed to the controlled contract cultivation to the freshly harvested processing, Bonduelle ensures that only the best vegetables go into the can. This preserves the taste and valuable properties. , BONDUELLE SAS has provided the above information.",https://oda.com//de/products/44383-bonduelle-bonduelle-grune-bohnen-zart-und-fein/,https://bilder.kolonial.no/local_products/41bc1be5-3677-4d87-9caf-284ac261e548.png?auto=format&fit=max&w=583&s=dfcc6686944b041b261f883e976bc8ec,0.57g,1.60g,,1g,1g,0.20g,111kJ / 27kcal,,BONDUELLE SAS,,"Green Beans, Water, Salt.",800 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.20g,,,,,,,,,,440 grams,,,,,,,,
237,Bonduelle Chili Beans,€1.89,"The hearty, al dente chilli beans are simply delicious - whether as a side dish or as an uncomplicated snack. This can contains approx. 2 servings. , BONDUELLE SAS has provided the above information.",https://oda.com//de/products/45305-bonduelle-bonduelle-chili-bohnen/,https://bilder.kolonial.no/local_products/54b17e58-23c7-4827-a659-7cd0d229a4e0.jpg?auto=format&fit=max&w=416&s=815eebc9b805d79d316fa1f89127f4b8,0.74g,6g,,0.60g,0.60g,0.80g,354kJ / 85kcal,,BONDUELLE SAS,,"Water, 40% Borlotti beans, 3.1% tomato paste, sugar, salt, modified corn starch, red wine vinegar, chili, natural flavor, paprika, antioxidant ascorbic acid.",425 milliliters,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.80g,,,,,,,,,,400 grams,,,,,,,,
238,Bonduelle Kidney Beans,€1.69,"Red beans are simply unbeatable if you like it hearty. With our kidney beans you can have a spicy chili con carne, a hearty stir-fry or a really filling salad in no time at all. Mexican style cooking inspiration. , Bonduelle Deutschland GmbH has provided the above information.",https://oda.com//de/products/42642-bonduelle-bonduelle-kidney-bohnen/,https://bilder.kolonial.no/local_products/05fa5617-5442-4454-8939-4026e89a2f72.jpg?auto=format&fit=max&w=907&s=6d3e912e0f3228676ec7608f593cbe69,0.54g,7.60g,,2.50g,15g,0.60g,462kJ / 110kcal,,"Bonduelle Deutschland GmbH, Am Heilbrunnen 136/138, 72766 Reutlingen, Germany",,"Kidney beans, water, sugar, salt, red wine vinegar, firming agent: calcium chloride.",310 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.10g,,,,,,,,,,250 grams,,,,,,,,
239,"Bonduelle Bunt In addition, double pack of kidney beans",€1.85,"Whether it's salad, pasta, pizza, soup or side dishes, the small tins always add a touch of sophistication to the plate - without leaving anything behind. Time to spice up the enjoyment. No preservatives and no added flavors. , BONDUELLE SAS has provided the above information.",https://oda.com//de/products/29075-bonduelle-bonduelle-bunt-dazu-kidney-bohnen-doppel/,https://bilder.kolonial.no/local_products/439e5f88-0294-49d1-9e0c-c1d67bc3cb58.png?auto=format&fit=max&w=583&s=b8b2d38a0e19ed93151be96edcc06c83,0.50g,8.30g,,0.50g,0.50g,0.50g,468kJ / 112kcal,,BONDUELLE SAS,,"Kidney beans, water, salt, firming agent calcium chloride",160 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.50g,,,,,,,,,,120 grams,,,,,,,,
240,Coastal Gold Chickpeas,€0.99,"Chickpeas. , Vog AG has provided the above information.",https://oda.com//de/products/46515-kustengold-kustengold-kichererbsen/,https://bilder.kolonial.no/local_products/d91c3a6a-f267-4c92-a574-9c3abe0735d1.jpg?auto=format&fit=max&w=670&s=267151af15aaa21f1ca9a1f85598cb7d,0.60g,7.20g,,,,2.50g,507kJ / 121kcal,,"Vog SA, Via Traversetolo, 28 - 43022 Montechiarugolo, Parma, Italy",,"Chickpeas, Water, Salt, Antioxidant: Ascorbic Acid.",400 milliliters,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,2.50g,,,,,,,,,,240 grams,,,,,,,,
241,Coastal Gold Chili Beans,€0.99,"chili beans. , Vog AG has provided the above information.",https://oda.com//de/products/45276-kustengold-kustengold-chilibohnen/,https://bilder.kolonial.no/local_products/3fe500ac-3d40-421c-9646-24df6626f4e5.jpg?auto=format&fit=max&w=667&s=1bee76a635c8330859611a0dca1c91a2,0.78g,3.20g,,2.70g,2.70g,,270kJ / 65kcal,,"Vog SA, Via Traversetolo, 28 - 43022 Montechiarugolo, Parma, Italy",,"45% Red Kidney Beans, Water, Tomato Concentrate, Glucose Syrup, Salt, Modified Starch, Chili.",425 milliliters,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,,,,,,,,,,,400 grams,,,,,,,,
242,Küstengold schwarze Bohnen,"0,99€","Schwarze Bohnen. , Vog AG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43916-kustengold-kustengold-schwarze-bohnen/,https://bilder.kolonial.no/local_products/6407e72e-7498-4b54-b1d9-2e3ffb58d490.jpg?auto=format&fit=max&w=664&s=6e5cd012ba52e40689c108c5d5c00e20,,,,,,,,,,,,,,"pasta, rice and cereals",legumes,oda,,0.53 g,6.60 g,,,,0.70 g,413 kJ / 99 kcal,,"Vog AG, Via Traversetolo, 28 - 43022 Montechiarugolo, Parma, Italien",,"Schwarze Bohnen, Wasser, Salz, Festigungsmittel: Calciumchlorid.",400 Gramm,täglich,,,,,0.70 g,,,,,,,,240 Gramm,,,,,,
243,Küstengold Kidneybohnen,"1,09€","Rote Kidney Bohnen. , Vog AG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44124-kustengold-kustengold-kidneybohnen/,https://bilder.kolonial.no/local_products/6dc35420-5d37-4144-8bb2-b85571c7ada7.jpg?auto=format&fit=max&w=666&s=1750b9914c3a4345b3964cced568f994,,,,,,,,,,,,,,"pasta, rice and cereals",legumes,oda,,0.60 g,7.90 g,,1.80 g,1.80 g,0.60 g,466 kJ / 111 kcal,,"Vog AG, Via Traversetolo, 28 - 43022 Montechiarugolo, Parma, Italien",,"Rote Kidney Bohnen, Wasser, Salz, Zucker, Festigungsmittel: Calciumchlorid.",400 Gramm,täglich,,,,,0.60 g,,,,,,,,240 Gramm,,,,,,
244,BioGourmet black beans,€1.29,"BioGourmet black beans, 400g , Bio Gourmet GmbH has provided the above information.",https://oda.com//de/products/46072-biogourmet-biogourmet-schwarze-bohnen/,https://bilder.kolonial.no/local_products/dae14043-b05b-42ea-abc3-66bf3683ad92.jpg?auto=format&fit=max&w=667&s=7306e0fb4031c289ceaa17d2f283f8dc,,5g,,1g,12g,0.50g,365kJ / 87kcal,organic product,"Bio Gourmet GmbH, Ochsenweg 1, 71729 Erdmannhausen, Germany",,"Black beans* 60%, water, sea salt *from certified organic production",400 grams,daily,"pasta, rice and cereals",legumes,oda,Italy,,,,,,,,,,,,,,0.10g,,,,,,,,,,240 grams,,,,,,,,
245,Coastal Gold Broad Beans White Kernels,€1.69,"Broad beans, white seeds. , Greenyard Prepared Belgium NV has provided the above information.",https://oda.com//de/products/47460-kustengold-kustengold-dicke-bohnen-weisse-kerne/,https://bilder.kolonial.no/local_products/ee2991c2-1939-491e-a3d7-ffcf2b52aae7.jpg?auto=format&fit=max&w=845&s=78db79ef302f8530631ab646e180db12,0.37g,5.70g,,0.70g,0.70g,0.50g,300kJ / 72kcal,,"Greenyard Prepared Belgium NV, Industrieterrein Kanaal-Noord 2002, 3960 Bree, Belgium",,"Large beans, white seeds, water, salt, antioxidant: ascorbic acid.",680 grams,daily,"pasta, rice and cereals",legumes,oda,Belgium,,,,,,,,,,,,,,0.50g,,,,,,,,,,425 grams,,,,,,,,
246,Coastal Gold White Beans,€0.99,"White beans. , Greenyard Prepared Belgium NV has provided the above information.",https://oda.com//de/products/46305-kustengold-kustengold-weisse-bohnen/,https://bilder.kolonial.no/local_products/23390410-1cf0-457b-a40e-42aa593ec8b0.jpg?auto=format&fit=max&w=849&s=0c20087d7bfab000656f6412e36d5dc4,0.43g,6.50g,,0.30g,0.30g,0.70g,418kJ / 100kcal,,"Greenyard Prepared Belgium NV, Industrieterrein Kanaal-Noord 2002, 3960 Bree, Belgium",,"White  beans,  water,  salt,  firming agent:  calcium chloride;  Antioxidants:  ascorbic acid,  SODIUM METABISULPHITE . ",430 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.70g,,,,,,,,,,340 grams,,,,,,,,
247,bioz Like rice red lentil,€3.99,"bioz-Like Rice Red Lentil 280g , Bio-Zentrale GmbH has provided the above information.",https://oda.com//de/products/50012-biozentrale-bioz-wie-reis-rote-linse/,https://bilder.kolonial.no/local_products/61c395c5-0920-4b55-a0d9-f3e5921cf790.png?auto=format&fit=max&w=448&s=73d2c0982f069e1cab8852c7788290b6,0.01g,23g,5.20g,1.50g,57g,1.90g,1472kJ / 348kcal,organic product,"Bio-Zentrale GmbH, Holzmühlenweg 4, 84384 Wittibreut, Ulbering, Germany","soybeans, lupine.",red lentil flour*. *from controlled organic farming,280 grams,daily,"pasta, rice and cereals",legumes,oda,Italy,,,,,,,,,,,,,,0.40g,,,,,,,,,,,,,,,,,,
248,bioz Like rice chickpeas,€3.99,"bioz-Like Rice Chickpea 280g , Bio-Zentrale GmbH has provided the above information.",https://oda.com//de/products/50013-biozentrale-bioz-wie-reis-kichererbsen/,https://bilder.kolonial.no/local_products/4d8b589b-0bca-4aeb-abbf-47dedf9c933f.png?auto=format&fit=max&w=425&s=ac40a97b3df67a30b9f34effeeb52329,0.01g,18g,10g,2.20g,55g,5.10g,1510kJ / 358kcal,organic product,"Bio-Zentrale GmbH, Holzmühlenweg 4, 84384 Wittibreut, Ulbering, Germany","soybeans, lupine.",chickpea flour*. *from controlled organic farming,280 grams,daily,"pasta, rice and cereals",legumes,oda,Italy,,,,,,,,,,,,,,0.90g,,,,,,,,,,,,,,,,,,
249,Pfanni Semmel dumplings the classic,€1.49,"- 6 Pfanni bread dumplings in a practical cooking bag. - Bread with a particularly high, aromatic crust content and fine spices. - Quick and easy preparation. - Made from qualitative raw materials for an unmistakable taste. - Ideal for roasts, goulash and sauce dishes. The bread dumpling is simply the undisputed number one dumpling. The unmistakable dumpling taste according to Bavarian tradition makes a potato dish, roast pork, goulash and sauce dishes particularly delicious as a side dish. The hearty and spicy bread dumplings from Pfanni have long since crossed the borders of southern Germany as ""Bavarian delicacies"". The bread made from dumpling dough with a particularly high, aromatic crust and the finest spices give the bread dumpling its unmistakable taste. With Pfanni Semmel Dumplings in a cooking bag, you can quickly and easily prepare dumplings yourself, and the many different types of dumplings provide a tasty variety on the table. This is practical and delicious! This makes eating with the family a tasty experience that tastes good for young and old alike! Quick and easy to prepare: 1. Unpack: Place the bread dumpling in a large pot of cold, salted water and let it soak for 10 minutes. 2. Boiling: Boil the bread dumpling briefly until it is bubbly and then let it simmer for 10 minutes over a low heat. 3. Quench: Take the bread dumpling out of the pot and briefly quench under cold water. 4. Serving: Tear open the cooking bag by the tabs, serve and enjoy the dumplings. Bon appetit! For the production of the bread dumplings, Pfanni only uses raw materials that meet the high quality standards. This ensures that the delicious taste of the bread dumplings gets where it belongs: on the plate. , Unilever Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45505-pfanni-pfanni-semmel-knodel-der-klassiker/,https://bilder.kolonial.no/local_products/57a12c7b-5dbf-4b1b-9e83-e1291c790ccf.jpg?auto=format&fit=max&w=820&s=f58e7ed59bf7564a5b81d458e7f1d772,1.10g,3.60g,1g,0.50g,23g,3.70g,595kJ / 142kcal,,,,,,,"pasta, rice and cereals",potato products,oda,,,,,,,,,,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, Germany",,"72% Semmelbrot (WEIZENMEHL, Speisesalz, Hefe, Sonnenblumenöl, Paprika), Stärke, Palmöl, WEIZENMEHL, VOLLEIPULVER, HARTWEIZENGRIEß, Speisesalz, Petersilie, Aromen, Hefeextrakt, Curcuma. Unter Schutzatmosphäre verpackt. Kann Spuren von MILCH und SELLERIE enthalten. ",200 Gramm,täglich,1.80g,,,,,Deutschland,,,,,,,,,,,,,
250,Pfanni potato dumplings half & half,€1.49,"Many ask themselves: why is this dumpling called half & half? Is it because of the balanced mixture of blanched and boiled potatoes, which are first grated and then finely seasoned for this dumpling? Or because some prefer to enjoy it with meat and others with vegetable dishes? We believe, because no one can resist even half a minute when they are served this dumpling (it will be eaten in the next half minute, by the way). , Unilever Deutschland GmbH has provided the above information.",https://oda.com//de/products/45726-pfanni-pfanni-kartoffel-knodel-halb-halb/,https://bilder.kolonial.no/local_products/a328546e-87be-49b2-9e78-12d21c8b0f70.jpg?auto=format&fit=max&w=820&s=f410537c583f28f18b6225c1ac9c74bb,,,,,,,,,,,"81% Kartoffeln*, Stärke, HARTWEIZENGRIEß, Speisesalz, Palmöl, Emulgator Mono- und Diglyceride von Speisefettsäuren, Glukosesirup, Aromen, Stabilisator Diphosphat, MILCHEIWEISS, Zwiebeln*, Antioxidationsmittel NATRIUMMETABISULFIT, Hefeextrakt, Curcuma. *aus nachhaltigem Anbau Kann Spuren von EI und SELLERIE enthalten. ",200 grams,daily,"pasta, rice and cereals",potato products,oda,,0.90 g,2.20 g,2.10 g,0.70 g,24 g,0.70 g,490 kJ / 117 kcal,,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, Deutschland",,,,,,,,,0.40 g,Deutschland,,,,,,,,Pfanni Kartoffeln werden von unseren Vertragsbauern nachhaltig angebaut und für den optimalen Nährstoffgehalt und Geschmack nur saisongerecht geerntet. 100% deutsche Kartoffeln aus nachhaltiger Landwirtschaft – für den besonders leckeren Pfanni Geschmack.,"Kochbeutel vorsichtig aufreißen, Knödel servieren und genießen.",Den Knödel herausnehmen und kurz unter kaltes Wasser halten.,Den Knödel kurz sprudelnd aufkochen und danach 15 Minuten bei schwacher Hitze ziehen lassen.,"Den Knödel im Kochbeutel in einen Topf mit kaltem, gesalzenem Wasser geben.",
251,Maggi potato dumplings half & half cooking bag,€1.99," , Maggi GmbH has provided the above information.",https://oda.com//de/products/52282-maggi-maggi-kartoffel-knodel-halb-halb-kochbeutel/,https://bilder.kolonial.no/local_products/e730af0d-12cf-4619-a34a-1f2cfaea0cda.jpg?auto=format&fit=max&w=732&s=f91c3f5748562689c9fcf72d28eea406,,,,,,,,,,,,,,"pasta, rice and cereals",potato products,oda,,0.80 g,0.90 g,0.50 g,0.30 g,20 g,0.80 g,389 kJ / 92 kcal,,"Maggi GmbH, Julius-Bührer-Straße 8, 78224 Singen (Hohentwiel), Deutschland",,"Kartoffeln, Kartoffelstärke, modifizierte Stärke, Jodsalz (Salz, Kaliumjodat), Emulgator Mono- und Diglyceride von Speisefettsäuren, Palmfett, Aromen, Säuerungsmittel Citronensäure, Antioxidationsmittel NATRIUMMETABISULFIT. ",200 Gramm,täglich,,,,,0.70 g,,,,,,,,,,,,,,
252,6 potato dumplings in a cooking bag every day,€0.99,"Potato dumplings half & half. , Central trading company ZHG mbH Food has provided the above information.",https://oda.com//de/products/45534-jeden-tag-jeden-tag-6-kartoffel-knodel-im-kochbeut/,https://bilder.kolonial.no/local_products/163fa2c6-ff3c-44fb-97d8-c5535d5fe62b.jpg?auto=format&fit=max&w=780&s=764d78ab79a9e8a99f4e5760b372e89c,0.70g,1.20g,,,,0.90g,436kJ / 104kcal,,"Central trading company ZHG mbH Food, Hanns-Martin-Schleyer-Strasse 2, 77656 Offenburg, Germany",,"47%  potatoes,  potato starch,  modified  potato starch,  iodised  table salt,  emulsifier:  mono-  and  diglycerides  of  fatty acids*,  palm fat,  natural  spice flavors,  natural  flavor,  acidifier:  citric acid;  Antioxidant:  SODIUM METABISULPHITE;  Turmeric,  coloring agent:  riboflavins.*  plant-  based ",200 grams,daily,"pasta, rice and cereals",potato products,oda,Germany,,,,,,,,,,,,,,0.90g,,,,,,,,,,,,,,,,,,
253,Pfanni Bratkartoffeln,"2,29€","Bratkartoffeln aus blanchierten Kartoffeln. Für 100g Pfanni Bratkartoffeln werden 148g frische, zu 100% in Deutschland geerntete Kartoffel verarbeitet. 2 Portionen für die Pfanne. , Unilever Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43366-pfanni-pfanni-bratkartoffeln/,https://bilder.kolonial.no/local_products/86032398-e5d3-4502-985f-8377185d8e68.jpg?auto=format&fit=max&w=832&s=0e2c09f5025b932879a06c86b77a8959,,,,,,,,,,,,,,"pasta, rice and cereals",potato products,oda,,1.10 g,1.90 g,,0.80 g,0.80 g,5.60 g,506 kJ / 121 kcal,,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, Deutschland",,"96% Kartoffeln, Rapsöl, Zwiebeln, Speisesalz, Gewürzextrakt, Hefeextrakt, Zucker, Gewürze (mit SELLERIESAAT). Kann Spuren von GLUTEN, EI, MILCH und SENF enthalten. ",400 Gramm,täglich,,,,,5.60 g,,,,,,,,,,,,,,
254,Pfanni mini dumplings potato,€2.99,"What becomes of a small potato? A mini potato dumpling! And what should you know about this little Mini? With its selected ingredients, great taste, many possible variations and a cooking time of just seven minutes, the mini potato dumpling is a real treat for young and old. Without colorings and taste-enhancing additives. , Unilever Deutschland GmbH has provided the above information.",https://oda.com//de/products/44332-pfanni-pfanni-mini-knodel-kartoffel/,https://bilder.kolonial.no/local_products/663c5858-9e9c-4c1f-9436-8737950e762f.jpg?auto=format&fit=max&w=698&s=1718d1b0dc8c70fb3ff6623e77ab611e,0.70g,,,,,,,,,,"Trinkwasser, Stärke (Mais, WEIZEN, Erbsen), 17% Kartoffeln getrocknet*, Palmöl, EIKLARPULVER, Zucker, Reismehl, Speisesalz, MILCHZUCKER, Konservierungsstoff Kaliumsorbat, Curcuma, Aromen. *aus nachhaltigem Anbau. Unter Schutzatmosphäre verpackt. Kann Spuren von SELLERIE enthalten. ",400 grams,daily,"pasta, rice and cereals",potato products,oda,,,3.40 g,,2.20 g,2.20 g,5.80 g,865 kJ / 207 kcal,,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, Deutschland",,,,,,,,,5.80 g,Deutschland,,,,,,,,,,,,,
