,Unnamed: 0.1,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Unnamed: 6,country of origin,commercial class,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Country of origin,Trade class,Contents,Possible delivery times,Weight,Characteristics,supplier,Information about the offer,region,supplier,Region of origin,region of origin,variety,Quality,Description,trademark,trade class,mixing,Characteristics,Salt,protein,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),Salt,Protein,fiber,Zucker,carbohydrates,hereof: saturated fatty acids,Fett,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),fiber,Information about the offer,May contain traces of,May contain traces of
276,276,276,Pumpkin seeds every day,€2.19,"pumpkin seeds , Central trading company ZHG mbH Food has provided the above information.",https://oda.com//de/products/50716-jeden-tag-jeden-tag-kurbiskerne/,https://bilder.kolonial.no/local_products/3ffb3cd1-70a8-4037-bd88-df2ae98f669e.jpg?auto=format&fit=max&w=623&s=52788f6fe0e4bc3482505dfafccd662d,,,,200 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Central trading company ZHG mbH Food, Hanns-Martin-Schleyer-Strasse 2, 77656 Offenburg, Germany",,,,,,,,,,,,,0.03g,35g,2.10g,4.70g,8.20g,44g,2364kJ / 570kcal,"pumpkin seeds. May contain traces of: peanuts and peanut products, nuts and nut products. May include almonds, hazelnuts, walnuts, cashews, etc",,,,,,,,,,,,7.60g,,,
277,277,277,NaturWert Bio Sonnenblumenkerne,"2,19€","Universell einsetzbar sind unsere Sonnenblumenkerne: Pur zum Knabbern, als Topping auf dem Salat oder im Brot. Die kleinen Kraftpakete stecken z.B. voller Folsäure – ideal für Schwangere und Stillende. Außerdem enthalten sie viel Magnesium und Phosphor. , nutwork Handelsgesellschaft mbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42508-naturwert-bio-naturwert-bio-sonnenblumenkerne/,https://bilder.kolonial.no/local_products/e85f50bd-77bb-45e7-82ae-6d365382771d.jpg?auto=format&fit=max&w=576&s=3bcd3cb09b1d3caeffc60d306a68aaa4,,,,,,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,500 Gramm,täglich,,,,,,"nutwork Handelsgesellschaft mbH, Bankstraße 28, 20097 Hamburg, Deutschland",Deutschland,,,,,,,,Bio-Produkt,,,,,,,,,,,28 g,,3.60 g,3.60 g,6.20 g,52 g,2546 kJ,"Bio Sonnenblumenkerne*. *aus kontrolliert biologischer Landwirtschaft. Kann Spuren von GLUTENHALTIGEM GETREIDE, SCHALENFRÜCHTEN, ERDNÜSSEN, SESAM, SOJA und LUPINEN enthalten. ",,,,,
278,278,278,Seeberger Cranberries,€2.49,"The fruity Seeberger cranberries come from Canada's Quebec province. You can refine both sweet dishes and savory delicacies from all over the world. Sealed under protective athmosphere. A white coating on the berries is an indication of saccharification. This is a natural process and not spoilage. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47886-seeberger-seeberger-cranberries/,https://bilder.kolonial.no/local_products/ca4e2802-3170-4d09-9b6f-fed4652b3b4f.jpg?auto=format&fit=max&w=727&s=6628022e068411b8e2c6021fb02a6824,,,,125 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.03g,0.30g,63g,78g,0.40g,1.30g,1434kJ / 338kcal,"Cranberries (60%), sugar, sunflower oil.",,,,,,,,,,,,,,,
279,279,279,Seeberger walnuts jumbo,€5.99,"Especially large, light nuts from sun-kissed growing areas. The Seeberger Walnuts Jumbo are easy to crack and ideal for nibbling. Danger! Children under the age of 4 in particular can easily choke on nuts, which can get into the airways. Therefore keep the product out of the reach of small children. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47907-seeberger-seeberger-walnusse-jumbo/,https://bilder.kolonial.no/local_products/bdf4326b-76c8-4069-b4cb-c0426b42e092.jpg?auto=format&fit=max&w=679&s=547a09089819d35d5482ce49f4a91bef,,,,500 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.01g,16g,2.60g,6g,6.40g,69g,2957kJ / 717kcal,WALNUTS  JUMBO ,,,,,,,,,,,,,,,
280,280,280,Seeberger apple rings,€2.29,"The light, fruity Seeberger apple rings bring sweet memories of a beautiful summer's day. Around 100g of the delicious Seeberger apple rings are made from over 550g of fresh apples. Sealed under protective athmosphere. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47892-seeberger-seeberger-apfelringe/,https://bilder.kolonial.no/local_products/75e0cde9-2173-4200-9ac1-761dc45de394.jpg?auto=format&fit=max&w=658&s=3bf614dbb9a59c18626caa05e3e857af,,,,80 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.02g,1.50g,56g,63g,0.10g,0.40g,1185kJ / 280kcal,"Apples,  antioxidant:  SODIUM METABISULPHITE . ",,,,,,,,,,,,,,,
281,281,281,Seeberger cashew nuts,€5.69,"The buttery Seeberger cashew nuts come from India and Vietnam and are rich in unsaturated fatty acids. They are suitable for baking and cooking as well as a snack between meals. Sealed under protective athmosphere. Danger! Children under the age of 4 in particular can easily choke on nuts, which can get into the airways. Therefore keep the product out of the reach of small children. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47914-seeberger-seeberger-cashewkerne/,https://bilder.kolonial.no/local_products/9af02fe1-a602-4b44-8555-49094f0a06a3.jpg?auto=format&fit=max&w=693&s=8dbd5adff6ca2843863d1d898ac34c69,,,,200 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",Deutschland,,,,,,,,,,,,,,,,"CASHEWKERNE
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,0.02 g,21 g,,6.20 g,22 g,9.30 g,47 g,2502 kJ / 603 kcal,,,,,,"Erdnüsse, Nüssen."
282,282,282,NaturWert organic pine nuts,€3.09,"Organic pine nuts. , nutwork Handelsgesellschaft mbH has provided the above information.",https://oda.com//de/products/52253-naturwert-bio-naturwert-bio-pinienkerne/,https://bilder.kolonial.no/local_products/2790e704-4eb6-4cdb-891a-e87ba77a67ec.jpg?auto=format&fit=max&w=667&s=69adf39bbc6f8ee15ef1c5d3543cacdb,,,,50 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,organic product,"nutwork Handelsgesellschaft mbH, Bankstrasse 28, 20097 Hamburg, Germany",,,,,Germany,,,,,,,,0.01g,17g,5g,5g,63g,63g,2850kJ / 681kcal,"Organic  pine nuts*.  *from  controlled  organic  farming.  The  product  may contain  traces  of  NUTS , PEANUTS , GLUTEN , SOYA and SESAME .       ",,,,,,,,,,,,,,,
283,283,283,Seeberger almonds,€4.89,"The Seeberger almonds come from the USA and Australia and are of the best quality. They are a healthy substitute for sweets and are perfect for baking or adding to muesli or salads. Sealed under protective athmosphere. Danger! Children under the age of 4 in particular can easily choke on nuts, which can get into the airways. Therefore keep the product out of the reach of small children. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47893-seeberger-seeberger-mandeln/,https://bilder.kolonial.no/local_products/a55d720f-bdd1-4a18-b9ea-d6ebca60760f.jpg?auto=format&fit=max&w=728&s=96c8542da7c48e7bd0c8378e17e6e5f0,,,,200 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",Deutschland,,,,,,,,,,,,,,,,"MANDELN 
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,0.01 g,24 g,,3.40 g,5.70 g,4.10 g,53 g,2558 kJ / 619 kcal,,,,,,"Erdnüsse, Nüssen."
284,284,284,Stoned Seeberger Dates,€3.29,"The Seeberger dates come from Tunisia and convince with their exotic, caramel-like aroma. The tasty dates are an ideal snack for in between. Danger! Despite careful pitting, dates can still occasionally contain stones or stone remains. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47906-seeberger-seeberger-datteln-entsteint/,https://bilder.kolonial.no/local_products/7811c21f-354e-4ab1-bc83-4fc122b1a45e.jpg?auto=format&fit=max&w=765&s=12f66207127f738c1800bce5d42df96f,,,,200 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.09g,1.90g,65g,66g,0.10g,0.50g,1253kJ / 296kcal,,,,,,,,,,,,,,,,
285,285,285,CMAK Sonnenblumenkerne in Schale geröstet und gesalzen,"2,29€","Cmak Sonnenblumenkerne geröstet und gesalzen 300 g , DOVGAN GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55253-cmak-cmak-sonnenblumenkerne-in-schale-gerostet-und/,https://bilder.kolonial.no/local_products/5b452d49-1964-4a7c-8237-996cffe9d799.jpg?auto=format&fit=max&w=600&s=1815cd7ccb3a1c5851d6bbe46000fc64,,,,,,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,300 Gramm,täglich,,,,,,"DOVGAN GmbH, Zinkhüttenweg 6, 22113 Hamburg, Deutschland",Moldawien,,,,,,,,,,,,,,,,,,2.50 g,18 g,6.30 g,2.60 g,9.40 g,7.50 g,61 g,2773 kJ / 671 kcal,"Sonnenblumenkerne, Speisesalz, Kartoffelstärke. Das Produkt kann Spuren von ERDNÜSSEN und SCHALENFRÜCHTEN (NÜSSEN) enthalten. ",,,,,"Erdnüsse, Nüssen."
286,286,286,Seeberger fruit mix,€2.99,"The sunny-sweet mix of apple pieces, apricots, pears, peaches, pineapple pieces and plums provides a fruity variety and makes everyone a real Seeberger fruit fan. Sealed under protective athmosphere. Danger! Despite careful pitting, plums can still occasionally contain stones or stone residue. Saccharification is a natural process and not spoilage. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47909-seeberger-seeberger-fruchte-mix/,https://bilder.kolonial.no/local_products/42ed33bb-83e9-4d78-95fb-196c5cfee277.jpg?auto=format&fit=max&w=773&s=539d99410fabe5c4099e7940b351be32,,,,200 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",Deutschland,,,,,,,,,,,,,,,,"Trockenobst in veränderlichen Gewichtsanteilen (Birnen, Pfirsiche, Aprikosen, Apfelstücke, Ananasstücke), Pflaumen entsteint, Zucker, Säuerungsmittel: Citronensäure, Antioxidationsmittel: NATRIUMMETABISULPHIT, SCHWEFELDIOXID; Konservierungsstoff: Kaliumsorbat. ",,0.08 g,2.70 g,,45 g,59 g,0.10 g,0.60 g,1136 kJ / 268 kcal,,,,,,
287,287,287,Seeberger Californian pistachios,€4.69,"As the name suggests, Seeberger's Californian pistachios come from California. The pistachios are lightly salted and have a spicy taste. Sealed under protective athmosphere. Danger! Children under the age of 4 in particular can easily choke on nuts, which can get into the airways. Therefore keep the product out of the reach of small children. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47941-seeberger-seeberger-kalifornische-pistazien/,https://bilder.kolonial.no/local_products/2999dc59-3829-4ea1-a2d9-8c16681286d2.jpg?auto=format&fit=max&w=693&s=180feef0487b19771090ed5dfa13703a,,,,150 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",Vereinigte Staaten von Amerika,,,,,,,,,,,,,,,,"PISTAZIEN, Salz.
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,1.20 g,25 g,,6.70 g,10 g,6.30 g,50 g,2506 kJ / 605 kcal,,,,,,"Erdnüsse, Nüssen."
288,288,288,Dried Seeberger tomatoes,€2.19,"The Seeberger tomatoes are cut open individually by hand and gently dried in the sun. They are then refined with a light pinch of sea salt. Sealed under protective athmosphere. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47888-seeberger-seeberger-tomaten-getrocknet/,https://bilder.kolonial.no/local_products/3b7172ac-c175-4778-b513-60c95169086a.jpg?auto=format&fit=max&w=693&s=7661f553e7ed476912d205c1c422f780,,,,125 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,12.10g,8.60g,21g,25g,0.40g,1.30g,731kJ / 174kcal,"Tomatoes (88%), sea salt.",,,,,,,,,,,,,,,
289,289,289,Seeberger Brazil nut kernels,€3.09,"The Seeberger Brazil nut kernels grow in the rainforests of South America and are harvested by hand. They are particularly large and are also rich in vitamin E. Packed in a protective atmosphere. Danger! Children under the age of 4 in particular can easily choke on nuts, which can get into the airways. Therefore keep the product out of the reach of small children. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47928-seeberger-seeberger-paranusskerne/,https://bilder.kolonial.no/local_products/f7aabea4-fb1e-4556-a233-9af878ca63ec.png?auto=format&fit=max&w=1000&s=ca4a20bed275760416051f87e27c7564,,,,100 gram,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.06g,16g,4g,4g,16g,66g,2817kJ / 683kcal,BRAZIL NUT NUTS May contain  traces  of  other  tree nuts  (e.g.  nuts  and  stone  fruits)  and  peanuts  . ,,,,,,,,,,,,,,"peanuts, nuts.",
290,290,290,Stoned Seeberger Dates,€5.99,"The Seeberger dates come from Tunisia and convince with their exotic, caramel-like aroma. The tasty dates are an ideal snack for in between. Danger! Despite careful pitting, dates can still occasionally contain stones or stone remains. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47889-seeberger-seeberger-datteln-entsteint/,https://bilder.kolonial.no/local_products/46800d1f-a842-41b6-8ad0-bc28f34ba8dd.jpg?auto=format&fit=max&w=500&s=eceed7cc55095272826be9dee7732270,,,,500 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.09g,1.90g,65g,66g,0.10g,0.50g,1253kJ / 296kcal,Pitted dates,,,,,,,,,,,,,,,
291,291,291,Seeberger hazelnut kernels,€2.99,"The large, crunchy Seeberger hazelnut kernels come from Italy and are of the best quality. They are perfect as an ingredient for baking or as a small snack in between. Sealed under protective athmosphere. Danger! Children under the age of 4 in particular can easily choke on nuts, which can get into the airways. Therefore keep the product out of the reach of small children. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47940-seeberger-seeberger-haselnusskerne/,https://bilder.kolonial.no/local_products/6652116d-e166-454d-9a9c-9525eed3025c.png?auto=format&fit=max&w=1000&s=f9f0d57df5c00da107da56479ead61c8,,,,125 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",Deutschland,,,,,,,,,,,,,,,,"HASELNUSSKERNE
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,0.01 g,16 g,,3.90 g,6 g,5.30 g,63 g,2781 kJ / 674 kcal,,,,,,"Erdnüsse, Nüssen."
292,292,292,Seeberger soft apricots sulphured,€3.29,"The sun-ripened, glowing Seeberger soft apricots come from Turkey and taste as if they were freshly picked from the tree. They get their full-bodied aroma from the special Seeberger refinement process. Sealed under protective athmosphere. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47898-seeberger-seeberger-soft-aprikosen-geschwefelt/,https://bilder.kolonial.no/local_products/4964e6de-f4a2-4049-8a7e-6a27e5f35eba.jpg?auto=format&fit=max&w=762&s=aaa19c0b913617cd34fe74878c3a2f66,,,,200 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.02g,4.10g,42g,47g,0.10g,0.40g,993kJ / 234kcal,"Apricots,  antioxidant:  SULFUR DIOXIDE . ",,,,,,,,,,,,,,,
293,293,293,Seeberger Pistachio Nuts Green,€5.99,"The green Seeberger pistachio nuts are very flavorful and shine in a juicy shade of green. They spoil many dishes with their fine buttery and sweetish-nutty aroma. Sealed under protective athmosphere. Danger! Children under the age of 4 in particular can easily choke on nuts, which can get into the airways. Therefore keep the product out of the reach of small children. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47908-seeberger-seeberger-pistazienkerne-grun/,https://bilder.kolonial.no/local_products/4ef37387-3372-48ba-917c-0c13421f7540.jpg?auto=format&fit=max&w=658&s=2fc431fbca63b823dda7a11a64303650,,,,60 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",Iran,,,,,,,,,,,,,,,,"PISTAZIENKERNE grün
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,0.02 g,21 g,,2.30 g,12 g,6.10 g,52 g,2544 kJ / 615 kcal,,,,,,"Erdnüsse, Nüssen."
294,294,294,Seeberger soft plums,€3.49,"The Seeberger soft plums are already pitted and can be eaten straight from the bag. The juicy plums come from Chile and California and are without the addition of preservatives. Sealed under protective athmosphere. #Danger! Despite careful pitting, plums can still occasionally contain stone residue. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47899-seeberger-seeberger-soft-pflaumen/,https://bilder.kolonial.no/local_products/1b7f5c05-d815-4f4a-ba3a-488324b7d3ca.jpg?auto=format&fit=max&w=762&s=fd6bc94ce057fa71462db30225f87103,,,,200 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.02g,2.80g,28g,52g,0.10g,0.50g,975kJ / 230kcal,,,,,,,,,,,,,,,,
295,295,295,Seeberger trail mix,€3.29,"Hazelnuts, almonds, cashews, walnuts and raisins combine in the Seeberger trail mix to create the typical nutty-fruity taste impression: while the hazelnuts are wonderfully crunchy, almonds and cashews are softer and harmonize perfectly with the grapes. This combination with its balanced mixing ratio is our number 1 and the classic among nut-fruit mixtures for good reason! Sealed under protective athmosphere. Danger! Children under the age of 4 in particular can easily choke on nuts, which can get into the airways. Therefore keep the product out of the reach of small children. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47934-seeberger-seeberger-studentenfutter/,https://bilder.kolonial.no/local_products/99f96754-6664-440b-b295-780a4f5b3007.jpg?auto=format&fit=max&w=695&s=a939701b540317a6df6aa59c6225faab,,,,150 Gramm,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",Deutschland,,,,,,,,,0.03g,13g,32g,,,,,,,,,,,36g,3.70 g,33 g,2112 kJ / 507 kcal,"NUSSKERNMISCHUNG in veränderlichen Gewichtsanteilen (HASELNUSSKERNE, blanchierte MANDELN, CASHEWKERNE), Weinbeeren getrocknet, WALNUSSKERNE (7,5 %), Sonnenblumenöl.
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,,,,Erdnüsse.
296,296,296,Seeberger soft figs,€3.85,"The honey-sweet mountain figs are very soft and tender and always taste good thanks to the gentle refining process. The Seeberger soft figs come from Turkey. Sealed under protective athmosphere. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47900-seeberger-seeberger-soft-feigen/,https://bilder.kolonial.no/local_products/d2e0edc0-2571-4529-9e7b-a0a7b0652f81.jpg?auto=format&fit=max&w=1000&s=6293f8a2fb53b1028c08d46853f681c6,,,,200 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.10g,3.50g,55g,55g,0.20g,1.30g,1128kJ / 267kcal,"Soft figs, dried, pasteurized",,,,,,,,,,,,,,,
297,297,297,Seeberger berry and nut mix,€3.85,"Pleasure knows no bounds: Slightly sour physalis, whole juicy-sweet cranberries and full-bodied raspberries, combined with almonds, Brazil nuts and cashews, ensure a unique fruity-tart taste experience. Sealed under protective athmosphere. Danger! Children under the age of 4 in particular can easily choke on nuts, which can get into the airways. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47933-seeberger-seeberger-beeren-nuss-mix/,https://bilder.kolonial.no/local_products/5073d9a7-f93e-462c-8953-9b9983d2164c.jpg?auto=format&fit=max&w=697&s=0174b6a583f0fe0897e656fcdd0a87c2,,,,150 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",Deutschland,,,,,,,,,0.01g,12g,28g,35g,,,,"Obst in veränderlichen Gewichtsanteilen (PARANUSSKERNE, Physalis, CASHEWKERNE, Cranberries, blanchierte MANDELN), Zucker, Himbeeren, Sonnenblumenöl, Stabilisator: Calciumchlorid.
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,,,,,,5.60 g,30 g,2015 kJ / 484 kcal,,,,,,"Erdnüsse, Nüssen."
298,298,298,Seeberger chocolate mix,€4.29,"Delicately melting milk chocolate, crunchy pecans and cashews as well as fruity-tart cherries and cranberries create a unique mix - perfect for a sweet break! Sealed under protective athmosphere. Danger! Children under the age of 4 in particular can easily choke on nuts, which can get into the airways. Therefore keep the product out of the reach of small children. Danger! Despite careful pitting, cherries can still occasionally contain stones or stone residue. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47930-seeberger-seeberger-schoko-mix/,https://bilder.kolonial.no/local_products/424dd56f-0146-4eb1-97c3-53a914781950.jpg?auto=format&fit=max&w=696&s=14759505be4f5cc587830686c9c2134c,,,,150 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.07g,8.90g,37g,48g,8.40g,31g,2150kJ / 515kcal,"VOLLMILCHLUFTSCHOKOLADE überzogen mit Tapiokastärke und Gummi arabicum (25 %) (Zucker, VOLLMILCHPULVER, Kakaobutter, Kakaomasse, SÜßMOLKENPULVER, Emulgator: SOJALECITHINE; Überzugsmittel: Gummi arabicum; Tapiokastärke), CASHEWKERNE, PEKANNUSSKERNE (15 %), Cranberries (12 %), Zucker, Kirschen (11 %), Sonnenblumenöl.
Kann Spuren von Erdnüssen, Haselnüssen, Macadamianüssen,  Contain almonds, Brazil nuts,  pistachios  and  walnuts .  ",,,,,,,,,,,,4.20g,,Peanuts.,
299,299,299,Seeberger soft dates,€2.49,"Die feinen Seeberger Soft-Datteln stammen aus Tunesien und sind bereits entsteint. 
Sie überzeugen jeden Trockenfrucht-Fan mit ihrer angenehmen cremigen Honig-Note.

Unter Schutzatmosphäre verpackt.
Achtung! Trotz sorgfältiger Entsteinung können Datteln noch vereinzelt Steine oder Steinreste enthalten. , Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47944-seeberger-seeberger-soft-datteln/,https://bilder.kolonial.no/local_products/b570ba3f-3ff1-4db3-a354-a4b5a1d8a1a7.jpg?auto=format&fit=max&w=1000&s=8af6c263b03a4d654f29128b5e2bb678,,,,,,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,200 Gramm,täglich,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",Deutschland,,,,,,,,,,,,,,,,,,0.08 g,1.60 g,,55 g,57 g,0.10 g,0.50 g,1072 kJ / 253 kcal,"Soft-Datteln entsteint, pasteurisiert",,,,,
300,300,300,Seeberger noble nut mix,€3.99,"The Seeberger Edel-Nuss-Mix consists of cashew nuts, almonds, peanuts and macadamias. It has a slightly salty taste and is an ideal snack product for every game night. Sealed under protective athmosphere. Danger! Children under the age of 4 in particular can easily choke on nuts, which can get into the airways. Therefore keep the product out of the reach of small children. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47887-seeberger-seeberger-edel-nuss-mix/,https://bilder.kolonial.no/local_products/f70e1e4b-99c9-4206-8d7f-fd977e31092e.jpg?auto=format&fit=max&w=696&s=69e2a9e551ca2f56fd53335821a0bcd6,,,,150 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",Deutschland,,,,,,,,,0.89g,22g,,,,,,"NUSSKERNMISCHUNG in veränderlichen Gewichtsanteilen (ERDNUSSKERNE, CASHEWKERNE, MANDELN), MACADAMIA-Nusskerne (10 %), Salz, Rapsöl, Sonnenblumenöl, Hefeextrakt, Zucker, Rauch, Raucharoma, Aroma. 
Kann Spuren von anderen Schalenfrüchten (z. B. Nüssen und Steinfrüchten) enthalten. ",,,,,4.80 g,14 g,8.60 g,54 g,2674 kJ / 646 kcal,,,,,,
301,301,301,Stoned Seeberger plums,€7.99,"The blue-violet Seeberger plums come from the USA and Chile and taste fruity and sweet. They are also a source of dietary fiber. Danger! Despite careful pitting, plums can still occasionally contain stones or stone residue. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47910-seeberger-seeberger-pflaumen-entsteint/,https://bilder.kolonial.no/local_products/68fa5d75-f9bb-4def-a428-68497730cf0b.png?auto=format&fit=max&w=1000&s=56e17ea17f85721c54f602974f7b9a55,,,,500 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.02g,3g,30g,55g,0.10g,0.60g,1042kJ / 246kcal,"Plums, preservative: potassium sorbate.",,,,,,,,,,,,,,,
302,302,302,Seeberger delicacy figs,€3.99,"The Seeberger Delikatesss figs come from Turkey, where they are spoiled by the sun. The figs from the mountain regions taste wonderfully honey-sweet. Contains naturally occurring sugars. Sealed under protective athmosphere. Saccharification is a natural process and not spoilage. , Seeberger GmbH has provided the above information.",https://oda.com//de/products/47911-seeberger-seeberger-delikatess-feigen/,https://bilder.kolonial.no/local_products/2308b08e-cea1-4015-addf-adef5134006c.jpg?auto=format&fit=max&w=762&s=ada0e47e1314a6c754dfb65f8d708597,,,,200 grams,daily,Fruit Vegetable,"Nuts, dried fruit & seeds",oda,,,,,,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Germany",,,,,Germany,,,,,,,,0.11g,3.90g,60g,60g,0.30g,1.40g,1244kJ / 294kcal,,,,,,,,,,,,,,,,
