,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,Protein,fiber,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Characteristics,supplier,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Notice,May contain traces of,Freshness guarantee (minimum),Region of origin,storage,Sodium,Country of origin,distributor,Description,Size,Delivery days,Product informationThe supplier has not provided us with detailed information about this product.Show all Schär products
372,372,Schwartau Less sugar black cherry,"2,69€","Less sugar*
* 30% less sugar compared to jam with a sugar content of 54g/100g.
Without the addition of preservatives, coloring and flavorings.
Without added sweeteners.
vegan
lactose free, gluten free
Despite the greatest care, some fruit stones may be included.

Made from 50g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/45306-schwartau-schwartau-weniger-Sugar-schwarzkirsche/,https://bilder.kolonial.no/local_products/eb944bd2-8691-44d3-8a4e-52444ad66b9f.jpg?auto=format&fit=max&w=535&s=c6806b083adec858d13cebb31de25b24,0.04 g,0.50 g,1.20 g,36.50 g,37.60 g,0 g,0.20 g,671 kJ / 158 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","Black cherries 50%, sugar, water, lemon juice concentrate, pectin gelling agent.",300 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
373,373,Schwartau Extra Organic Apricot,"3,95€","EU BIO seal, EU/non-EU agriculture, DE-ÖKO-003
vegan
of course delicious

Made from 50g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/44869-schwartau-schwartau-extra-bio-aprikose/,https://bilder.kolonial.no/local_products/057ed3b7-c688-4778-95a1-bba6d97dc841.jpg?auto=format&fit=max&w=681&s=50f83ed13b058edb68ab9ac1fd50bb21,0.03 g,0.50 g,1.20 g,48.30 g,49.50 g,0 g,0.10 g,881 kJ / 207 kcal,Bio-Product,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","Apricots* 50%, sugar*, lemon juice concentrate*, gelling agent pectin.
* from controlled ecological agriculture",320 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
374,374,Schwartau Less Sugar Apricot,"2,89€","Less sugar*
* 30% less sugar compared to jam with a sugar content of 54g/100g.
Without the addition of preservatives, coloring and flavorings.
Without added sweeteners.
vegan, lactose-free, gluten-free
Despite the greatest care, some fruit stones may be included.

Made from 50g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/42456-schwartau-schwartau-weniger-Sugar-aprikose/,https://bilder.kolonial.no/local_products/0889b363-c623-484f-bd41-df5082e0c90f.jpg?auto=format&fit=max&w=681&s=10ae14d4eb2ff2c45cd37f736296b703,0.04 g,0.50 g,1.20 g,36.50 g,37.70 g,0 g,0.10 g,672 kJ / 158 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","Apricots 50%, sugar, water, gelling agent pectin, lemon juice concentrate.",300 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
375,375,Schwartau jelly raspberry,"2,89€","Without the addition of preservatives*, coloring* and flavorings.
*according to Law.
Ideal for baking.
Germany's No.1**- **Source: www.schwartau.de

Made from 55g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/43359-schwartau-schwartau-gelee-himbeere/,https://bilder.kolonial.no/local_products/03c2e850-51eb-430d-b46e-fba0e264d851.jpg?auto=format&fit=max&w=647&s=bc02995b52e4c3c0dab144b5d54523bb,0.04 g,0.20 g,in,57.20 g,57.70 g,0 g,0 g,1007 kJ / 237 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","Raspberry juice, sugar, lemon juice concentrate, gelling agent pectin.",200 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
376,376,Schwartau Blackcurrant Jelly,"2,49€","Without the addition of preservatives*, coloring* and flavorings.
*according to Law.
 Ideal for baking.
Best-selling fruit spread brand - source: AC Nielsen, more information: www.schwartau.de

Made from 55g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/47283-schwartau-schwartau-gelee-schwarze-johannisbeere/,https://bilder.kolonial.no/local_products/ce84535b-f3d3-4632-b6a7-168426aca294.jpg?auto=format&fit=max&w=648&s=e2491568a6589eafc4a7cc7bb9670a25,2 g,12.20 g,in,3 g,3 g,13.50 g,13.50 g,1786 kJ / 427 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","WHOLE WHEAT FLOUR, WHEAT FLOUR, SESAME SEEDS (13%), rapeseed oil, sea salt (1.4%), BARLEY MALT EXTRACT, salt, yeast, antioxidant: rosemary extract.",200 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
377,377,Schwartau Red Currant Jelly,"2,19€","Without the addition of preservatives*, coloring* and flavorings.
*according to Law.
Ideal for baking. Germany's No.1** **Source: www.schwartau.de

Made from 55g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/47723-schwartau-schwartau-gelee-rote-johannisbeere/,https://bilder.kolonial.no/local_products/264f021a-040a-4faf-9b00-a93454fc8dad.jpg?auto=format&fit=max&w=648&s=3ca15f5586a9ee46ac8c16156b8c3afc,0.04 g,0.60 g,in,57.40 g,57.50 g,0 g,0.10 g,1011 kJ / 238 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","Red currant juice, sugar, gelling agent pectin, lemon juice concentrate.",200 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
378,378,Zuegg fruit spread strawberry,"2,95€","Fragole - Zuegg fruit spread strawberry 320g , ZUEGG Deutschland GmbH has provided the above information.",https://oda.com//de/products/43053-zuegg-zuegg-fruchtaufstrich-erdbeere/,https://bilder.kolonial.no/local_products/dd8240f4-17fa-4bf1-8da9-a6715a9c3f8a.jpg?auto=format&fit=max&w=800&s=8ebaa5c90419fb662fbf800808b0cfd5,0.06 g,0.40 g,1.27 g,42 g,46 g,0 g,0 g,805 kJ / 190 kcal,in,"ZUEGG Deutschland GmbH, Freienwalder Ch 21, 16356 Werneuchen, Germany","Strawberries, sugar, gelling agent: pectin, lemon juice",320 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
379,379,Zuegg blood orange fruit spread,"2,95€","Zuegg blood orange fruit spread 320g, ZUEGG Deutschland GmbH has provided the above information.",https://oda.com//de/products/51518-zuegg-zuegg-fruchtaufstrich-blutorange/,https://bilder.kolonial.no/local_products/0d49b0a9-a67b-42f0-b20e-d9a3948cec0c.jpg?auto=format&fit=max&w=726&s=f0b2e2e1fe0e404de90716f4b59f9cc7,0.08 g,0 g,1.40 g,41 g,44 g,0 g,0 g,773 kJ / 182 kcal,in,"ZUEGG Deutschland GmbH, Freienwalder Ch 21, 16356 Werneuchen, Germany","Sugar, blood oranges (juice and pulp with peel), water
Lemon juice concentrate, gelling agent: pectin.",320 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
380,380,Zuegg Sweet Orange Fruit Spread,"2,95€","Arance - Zuegg Fruchtaufschlag sweet orange 330g , ZUEGG Deutschland GmbH has provided the above information.",https://oda.com//de/products/51519-zuegg-zuegg-fruchtaufstrich-susse-orange/,https://bilder.kolonial.no/local_products/a77f3597-0a00-4d19-bdd0-1e900be63301.jpg?auto=format&fit=max&w=1000&s=9c00f32c4eaec216d4ef321fad07b5d3,0.08 g,0.29 g,1.30 g,51 g,56 g,0 g,0 g,972 kJ / 229 kcal,in,"ZUEGG Deutschland GmbH, Freienwalder Ch 21, 16356 Werneuchen, Germany","Sugar, orange (juice and pulp with peel), gelling agent: pectin",320 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
381,381,Zuegg fruit spread Williams pear,"2,95€","Zuegg Fruchtaufschlag Pear 320g , ZUEGG Deutschland GmbH has provided the above information.",https://oda.com//de/products/51210-zuegg-zuegg-fruchtaufstrich-williams-birne/,https://bilder.kolonial.no/local_products/78ae64d9-b44f-4668-94f7-a5e8af6cce02.jpg?auto=format&fit=max&w=811&s=be5924225e440ba108c1d9c41230a95c,0.08 g,0 g,1.37 g,46 g,48 g,0 g,0 g,834 kJ / 196 kcal,in,"ZUEGG Deutschland GmbH, Freienwalder Ch 21, 16356 Werneuchen, Germany","Williams pear, sugar, gelling agent: pectin, lemon juice.",320 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
382,382,Zuegg lemon fruit spread,"2,95€","Zuegg Lemon Fruit Spread 330g, ZUEGG Deutschland GmbH has provided the above information.",https://oda.com//de/products/41641-zuegg-zuegg-fruchtaufstrich-zitrone/,https://bilder.kolonial.no/local_products/23b1c316-b694-4306-8619-5ff3b23e9ff1.jpg?auto=format&fit=max&w=806&s=b969f6d0ff295bcceae07a32412c6cdd,0.10 g,0 g,1.22 g,49 g,52 g,0 g,0 g,899 kJ / 212 kcal,in,"ZUEGG Deutschland GmbH, Freienwalder Ch 21, 16356 Werneuchen, Germany","Sugar, lemon (juice and pulp with peel), water, gelling agent: pectin.",330 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
383,383,Zuegg fruit spread fig,"2,95€","Fichi - Zuegg fruit spread figs 330g , ZUEGG Deutschland GmbH has provided the above information.",https://oda.com//de/products/41640-zuegg-zuegg-fruchtaufstrich-feige/,https://bilder.kolonial.no/local_products/4e41761d-9024-4b14-8c01-3f0d2f1fb8da.jpg?auto=format&fit=max&w=809&s=6b577a4acf0bd90d45648cd854815fe6,0.03 g,0.48 g,1.93 g,56 g,59 g,0 g,0.03 g,1023 kJ / 241 kcal,in,"ZUEGG Deutschland GmbH, Freienwalder Ch 21, 16356 Werneuchen, Germany","Figs, sugar, lemon juice, gelling agent: pectin",330 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
384,384,Zuegg Simply fruity blueberries,"2,65€","Zuegg FA Simply Fruity Blueberry 250g, ZUEGG Deutschland GmbH has provided the above information.",https://oda.com//de/products/51520-zuegg-zuegg-einfach-fruchtig-heidelbeere/,https://bilder.kolonial.no/local_products/0417e3eb-c0fb-4d30-b1f5-13551c32dfcd.jpg?auto=format&fit=max&w=873&s=589f98c8c18560566257f5b5710158e4,0.06 g,0.33 g,1.66 g,35.80 g,36.54 g,0 g,0 g,640 kJ / 151 kcal,in,"ZUEGG Deutschland GmbH, Freienwalder Ch 21, 16356 Werneuchen, Germany","Blueberries 64%, concentrated grape juice 35%, gelling agent: pectin, lemon juice.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
385,385,Zuegg Simply fruity strawberry,"2,65€","Zuegg FA Simply Fruity Strawberry 250g , ZUEGG Deutschland GmbH has provided the above information.",https://oda.com//de/products/51521-zuegg-zuegg-einfach-fruchtig-erdbeere/,https://bilder.kolonial.no/local_products/b900aff0-a19c-4eed-a304-0a6951549ee0.jpg?auto=format&fit=max&w=873&s=aaf518ecb4a4fca8cb8d4faf73ac758b,0.82 g,0.37 g,2.31 g,33.30 g,34.72 g,0 g,0 g,615 kJ / 145 kcal,in,"ZUEGG Deutschland GmbH, Freienwalder Ch 21, 16356 Werneuchen, Germany","Strawberries 65%, concentrated grape juice 34%, gelling agent: pectin.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
386,386,Zuegg Simply fruity orange,"2,65€","Zuegg fruit spread sweet orange 250g , ZUEGG Deutschland GmbH has provided the above information.",https://oda.com//de/products/44512-zuegg-zuegg-einfach-fruchtig-orange/,https://bilder.kolonial.no/local_products/de486ed7-ad37-4357-ba1e-e9793a222b71.jpg?auto=format&fit=max&w=695&s=d86519a2e06a71826ea03e2006ee23cf,0.13 g,0.65 g,1.49 g,33.20 g,36.06 g,0 g,0 g,636 kJ / 150 kcal,in,"ZUEGG Deutschland GmbH, Freienwalder Ch 21, 16356 Werneuchen, Germany","Oranges 70% (juice and pulp with peel), concentrated grape juice 29%, gelling agent: pectin, lemon juice.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
387,387,Zentis 50% less sugar sour cherry,"2,79€","50% less sugar, fruit spread, sour cherry 195g , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/42401-zentis-zentis-50-weniger-Sugar-sauerkirsche/,https://bilder.kolonial.no/local_products/7f59bc91-5d9c-4e7a-8024-1579ef390131.jpg?auto=format&fit=max&w=614&s=cd256a3a6c3694e36e740dd8f0eec300,0.05 g,0.50 g,in,25 g,26 g,0.10 g,0.30 g,486 kJ / 114 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","50% sour cherries, water, sugar, gelling agent pectins, lemon juice concentrate.",195 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
388,388,Zentis 50% less sugar raspberry,"2,99€","50% less sugar, fruit spread, raspberry 195g

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g.

*50% less sugar compared to an extra jam with a total sugar content of 56g per 100g. , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/44037-zentis-zentis-50-weniger-Sugar-himbeere/,https://bilder.kolonial.no/local_products/fb0438e8-2379-4dd5-91ce-8cdac33b9d61.jpg?auto=format&fit=max&w=614&s=19626b877770e902c2cf9ddb3b226ed9,0.04 g,0.70 g,in,26 g,27 g,0.10 g,0.20 g,507 kJ / 120 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","50% raspberries, water, sugar, gelling agent pectins, concentrate of aronia and elderberries, lemon juice concentrate.",195 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
389,389,Zentis 50% less sugar Strawberry,"2,79€","50% less sugar, fruit spread, strawberry 195g , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46704-zentis-zentis-50-weniger-Sugar-erdbeere/,https://bilder.kolonial.no/local_products/24c3c788-5c38-476a-901c-64970f27347d.jpg?auto=format&fit=max&w=614&s=3b8e3e3e900ec3fef62a5baf8ef6b8dc,0.04 g,0.40 g,in,27 g,27 g,0.10 g,0.20 g,491 kJ / 116 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","50% strawberries, water, sugar, gelling agent pectins, lemon juice concentrate, concentrate of aronia and elderberries.",195 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
390,390,Zentis 50% less sugar apricot,"2,79€","50% less sugar, fruit spread, apricot 195g , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/43333-zentis-zentis-50-weniger-Sugar-aprikose/,https://bilder.kolonial.no/local_products/7d0d375c-56ba-448c-8340-31d3c40582a0.jpg?auto=format&fit=max&w=614&s=4c4b70087f1dd4e9566cdd0b71261a11,0.05 g,0.50 g,in,26 g,26 g,0.10 g,0.10 g,485 kJ / 114 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","50% apricots, water, sugar, gelling agent pectins, lemon juice concentrate.",195 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
391,391,Zentis NaturRein Classic Strawberry,"2,59€","NaturRein Klassik, fruit spread, 250g strawberry , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/47453-zentis-zentis-naturrein-klassik-erdbeere/,https://bilder.kolonial.no/local_products/12c90e23-9f40-4b9c-83b9-0c0426c53829.jpg?auto=format&fit=max&w=1000&s=432de430c21e6d09cdb4543eef012835,0.03 g,0.40 g,in,49 g,49 g,0.10 g,0.20 g,874 kJ / 206 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","50% strawberries, gelling sugar (sugar, gelling agent pectins), lemon juice concentrate.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
392,392,Zentis NaturRein Classic Raspberry,"2,99€","NaturRein Klassik, fruit spread, 250g raspberry , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/52859-zentis-zentis-naturrein-klassik-himbeere/,https://bilder.kolonial.no/local_products/5b343bba-952e-405e-83cb-4cddf22e64dc.jpg?auto=format&fit=max&w=1000&s=877e8cab9c8b335d384bc5389368a3ca,0.03 g,0.70 g,in,49 g,49 g,0.10 g,0.20 g,891 kJ / 210 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","50% raspberries, gelling sugar (sugar, gelling agent pectins), lemon juice concentrate.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
393,393,Zentis NaturRein 75% fruit chunky apricot,"2,79€","NaturRein 75% fruit, fruit spread, 200g apricot , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/52860-zentis-zentis-naturrein-75-frucht-stuckig-aprikose/,https://bilder.kolonial.no/local_products/81c48c33-f9f5-46e7-8aa5-00c8ee9a0056.jpg?auto=format&fit=max&w=1000&s=55bc8cc54d28b4c1e829d1ef1927a6b4,0.04 g,0.70 g,in,36 g,37 g,0.10 g,0.10 g,670 kJ / 158 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","75% apricots, gelling sugar (sugar, gelling agent pectins), lemon juice concentrate.",200 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
394,394,Zentis NaturRein 75% fruit chunky strawberry,"2,79€","NaturRein 75% fruit, fruit spread, 200g strawberry, Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/44004-zentis-zentis-naturrein-75-frucht-stuckig-erdbeere/,https://bilder.kolonial.no/local_products/14375ff4-5c45-47c2-a546-4228b5fde3bc.jpg?auto=format&fit=max&w=1000&s=91171f071f88fc9aefe7c9970d93a70e,0.03 g,0.70 g,in,37 g,37 g,0.10 g,0.30 g,682 kJ / 161 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","75% strawberries, gelling sugar (sugar, gelling agent pectins), lemon juice concentrate.",200 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
395,395,Zentis NaturRein 75% Frucht Passed Strawberry,"2,99€","NaturRein 75% fruit, fruit spread, 200g strawberry, Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/43160-zentis-zentis-naturrein-75-frucht-passiert-erdbeer/,https://bilder.kolonial.no/local_products/cd655f5b-c97e-4655-bdee-f032ea564115.jpg?auto=format&fit=max&w=1000&s=1de64aaab804939f32d038623a7a08cc,0.03 g,0.70 g,in,37 g,37 g,0.10 g,0.30 g,679 kJ / 160 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","75% fruit mix (65% strawberries, 10% red currants), jam sugar (sugar, gelling agent pectins), lemon juice concentrate.",200 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
396,396,Zentis NaturRein 75% Fruit Passed Raspberry,"2,99€","NaturRein 75% fruit, fruit spread strained, 200g raspberry , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/44841-zentis-zentis-naturrein-75-frucht-passiert-himbeer/,https://bilder.kolonial.no/local_products/91c16210-4b4b-40f4-a9bc-ef461827e435.jpg?auto=format&fit=max&w=1000&s=f5df17ae20261a6a16143fe71ace1389,0.04 g,1 g,in,36 g,36 g,0.10 g,0.20 g,705 kJ / 166 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","75% raspberries, gelling sugar (sugar, gelling agent pectins), lemon juice concentrate.",200 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
397,397,Zentis Aachener Pflümli,"1,59€","Aachener Plümli plum jam 195g , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/42966-zentis-zentis-aachener-pflumli/,https://bilder.kolonial.no/local_products/e7f18d0f-7e8c-4bb7-b9e4-71ccba8a3d12.jpg?auto=format&fit=max&w=714&s=565939cef7b48efb59f12fcda1504084,0.03 g,0.90 g,in,43 g,47 g,0.10 g,0.30 g,869 kJ / 205 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","Plums, sugar, caramel sugar syrup, gelling agent pectins, acidifier citric acid, spices.",195 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
398,398,Mövenpick gourmet breakfast currant,"2,99€","Without added aromas
Best Mövenpick taste
exquisite fruits

Made from 55g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/44860-movenpick-movenpick-gourmet-fruhstuck-johannisbeer/,https://bilder.kolonial.no/local_products/fc330988-2263-4e86-b473-d3c614768df1.jpg?auto=format&fit=max&w=492&s=250d4f896ce8c45447a05c17ad810c1c,0.02 g,0.70 g,4.10 g,46.50 g,46.50 g,0 g,0.10 g,858 kJ / 202 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","Black currants, sugar, thickener: pectin,
Acidifier: citric acid.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
399,399,Mövenpick gourmet breakfast black cherries,"2,59€","Without added aromas
Best Mövenpick taste
Selected Fruits , Schwartauer Werke has provided the above information.",https://oda.com//de/products/52864-movenpick-movenpick-gourmet-fruhstuck-schwarzkirsc/,https://bilder.kolonial.no/local_products/7e69ed11-8ead-4775-b4e4-6d41a603262f.jpg?auto=format&fit=max&w=512&s=e407b0d7df0b081371456176cd879e7a,0.03 g,0.50 g,1.20 g,47.20 g,47.20 g,0 g,0.20 g,842 kJ / 198 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","black cherries 48%, sugar, sloe juice 7%, thickening agent: pectin,
Acidifier: citric acid.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
400,400,Mövenpick gourmet breakfast Wild berries,"3,19€","Without added aromas
Best Mövenpick taste
exquisite fruits

Made from 55g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/46286-movenpick-movenpick-gourmet-fruhstuck-waldfrucht/,https://bilder.kolonial.no/local_products/b619855f-e54f-43c4-9cd3-1ff661239758.jpg?auto=format&fit=max&w=492&s=49f243482e48f14f02435361d8f0be0a,0.03 g,0.50 g,2.30 g,46.80 g,46.80 g,0 g,0.30 g,851 kJ / 201 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","Fruit mix (raspberries, blackberries, boysenberries, blueberries),
Sugar, sloe juice, thickening agent: pectin, acidifier: citric acid.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
401,401,Mövenpick gourmet breakfast raspberry,"3,19€","Without added aromas
Best Mövenpick taste
exquisite fruits

Made from 55g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/43944-movenpick-movenpick-gourmet-fruhstuck-himbeere/,https://bilder.kolonial.no/local_products/13ea6c2b-27c3-42d5-a6ce-d6b4e318da7f.jpg?auto=format&fit=max&w=492&s=233d07304b08c48aa7b5029211d374b9,0.03 g,0.70 g,3.40 g,44 g,44 g,0 g,0.20 g,813 kJ / 192 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","Raspberries, sugar, thickener: pectin, acidifier:
citric acid.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
